category_id,characteristic,total_items
72095359,Карман: Нагрудные,345
72095359,Модель: Сорочка мужская «Охранник» с длинным рукавом,345
72095359,Состав: 65 - полиэфир,345
72095359,Вид: смесовая,345
72095359,Цвет отделки: синий,345
72095359,Состав ткани: 30 шерсть,345
72095360,Застежка: потайная молния,4
72095360,Вид: Юбка,4
72095360,Состав ткани верха: 44 шерсть,4
72095360,Модель: Юбка женская р.108/170,4
72095360,Подкладка: С механическим стретч-эффектом,4
72095360,Пояс: Пояс-кокетка,4
72095360,Модель: темно-синяя,4
72095360,Размер: 108/170,4
72095360,Цвет: темно-синий,4
72095360,Плотность: 220 гр/м2,4
72095360,Ткань верха: полушерстяная костюмная,4
72095360,Назначение: Защита от общепроизводственных загрязнений,4
72095360,Рост: 88/170,4
72095360,Состав ткани: 49 хлопок,4
72095360,Пол: женский,4
72095366,Вид: Жилет,25
72095366,Модель: Жилет флисовый «Снегирь»,25
72095366,Особенности: Удлиненная спинка и кулиска по низу – дополнительная защита от ветра.,25
72095366,Цвет: сочетание бежевого и коричневого,25
72095366,Цвет: Красный/черный,25
72095366,Отделка: терракотовый,25
72095366,Тип: «Супербандмастер» смесовая,25
72095366,В составе комплекта (костюма): :0,25
72095366,Вид: Защита от механических воздействий истирания,25
72095366,Воротник: стойка,25
72095366,Наименование изделия: Жилет.,25
72095366,Половой признак: Мужской.,25
72095366,Сигнальные элементы: кант из световозвращающего материала,25
72095366,Модель: Жилет мужской летний «Крит»,25
72095366,Состав ткани: 65 полиэфир,25
72095367,Вид: Жакет,35
72095367,Плотность: 115 г/кв.м,35
72095367,Состав ткани: 65 полиэфир,35
72095367,Застежка: На кнопки,35
72095367,Назначение: Защита об общепроизводственных загрязнений,35
72095367,Модель: Жакет женский «Бьянка-2»,35
72095367,Цвет: белый,35
72095367,Подкладка: 100 полиэфир с механическим стретч-эффектом,35
72095367,Состав ткани верха: 44 шерсть,35
72095367,Ткань верха: полушерстяная костюмная,35
72095367,Отделка: масловодоотталкивающая,35
72095367,Пол: женский,35
72095367,Рукав: длинный,35
72095367,Карманы: прорезные боковые карманы с клапаном,35
72095367,Описание: Элегантный жакет полуприлегающего силуэта. Мягкие конструктивные линии и правильные пропорции придают изделию элегантность.,35
72095368,Вид: Халат,56
72095368,Назначение: Для защиты от общих производственных загрязнений,56
72095368,Плотность: 142 гр/м2,56
72095368,Состав ткани: 100 хлопок %,56
72095368,Ткань: отбеленная бязь,56
72095368,Модель: Халат женский белый из ткани бязь,56
72095368,Пол: женский,56
72095368,Отделка ткани: с водоотталкивающей отделкой,56
72095368,Модель: ТС,56
72095368,Цвет: белый,56
72095368,Состав ткани: 65 полиэфир,56
72095368,Плотность ткани: 115 грамм на квадратный метр (г/м.кв.),56
72095368,Ткань: смесовая,56
72095368,Трикотажного полотна: Смесовая,56
72095368,Вид: Халат полуприлегающего силуэта с рельефами,56
72095369,Застежка: на три пуговицы,9
72095369,Карманы: Два боковых кармана и один нагрудный,9
72095369,Подкладка: полиэфир с антистатической отделкой,9
72095369,Плотность: 213 г/кв.м,9
72095369,Состав ткани верха: 51 шерсть,9
72095369,Ткань верха: полушерстяная,9
72095369,Вид: Пиджак,9
72095369,Отделка: масловодоотталкивающая,9
72095369,Цвет: темно-синий,9
72095369,"Модель: Куртка-пиджак мужской ""Лагонда""",9
72095369,Назначение: защита от общих производственных загрязнений,9
72095369,Состав ткани: 40% хлопок,9
72095369,Ткань: «Лагонда-Е»,9
72095369,Рост: 108/176,9
72095370,Вид: Футболка,433
72095370,Рукав: короткий,433
72095370,Плотность: 180 гр/м2,433
72095370,Назначение: Подходит как для работы,433
72095370,Состав: 100 хлопок %,433
72095370,Застежка: на 3 пуговицы,433
72095370,Силуэт: прямой,433
72095370,Застежка: пуговицы,433
72095370,Воротник: отложной воротничок укреплен тесьмой,433
72095370,Модель: Сорочка с воротником «Поло» длинный рукав,433
72095370,Воротник: отложной,433
72095370,Цвет: васильковый,433
72095370,Длина рукава: короткий,433
72095370,Вырез горловины: круглый,433
72095370,Силуэт: полуприлегающий,433
72095373,Плотность: 225 гр/м2,8
72095373,Застежка: застежкой на двухзамковую молнию с клапаном против ветра,8
72095373,Вид: Плащ,8
72095373,Ткань: 100 полиэфир с ПВХ-покрытием с изнаночной стороны %,8
72095373,Цвет: темно-синий,8
72095373,Капюшон: наличие,8
72095373,Назначение: для защиты от воды,8
72095373,Покрытие: ПВХ-покрытие с изнаночной стороны,8
72095373,Особенности: швы проклеены специальной лентой,8
72095373,Рост: 52-54/170-176,8
72105483,Поверхность: чешуйчатая,8
72105483,Покрытие: натуральный каучук,8
72105483,Особенности модели: Универсальные перчатки. Имеют специальную обработку для уменьшения риска аллергических реакций. Благодаря небольшой толщине обеспечивают превосходную чувствительность.,8
72105483,Область применения: хозяйственные работы с моющими средствами,8
72105483,Материал: хлопковое напыление,8
72105483,Манжета перчатки: прямая,8
72105483,Длина: 290 мм,8
72105483,Модель: Перчатки Ansell AlphaTec® 87-190 (Альфатек/Эконохэндс),8
72105483,Цвет: желтый,8
72105483,Вид: Смотровые,8
72105483,Материал: Латекс,8
72105483,Размер: 8,8
72105483,Материал: латесные,8
137004434,Рост: 92-104/170-176,3
137004434,Защитные свойства: от общих производственных загрязнений,3
137004434,Ширина (без завязок): 111 см,3
137004434,Модель: Фартук мужской тип Б,3
137004434,Вид: Фартуки кухонные,3
137004434,Вид: фартук,3
137004434,Модель: белый р.92-104/170-176,3
137004434,Длина: 85 см,3
137004434,Ткань: 100 хлопок %,3
137004434,Половая принадлежность: Мужской,3
137004434,Состав ткани: 65 полиэфир,3
137004434,Цвет: Белый,3
137004434,Цвет: синий,3
137004762,Боковые карманы: 2 шт,3
137004762,Задние карманы с клапаном: 2 шт,3
137004762,Материал: 98% хлопок,3
137004762,Петля для крепления пропуска: 1 шт,3
137004762,Петля для ручного инструмента: 1 шт,3
137004762,Вид: Шорты для взрослых,3
137004762,Модель: Шорты-бриджи,3
137004762,Тип: Смесовая,3
137004762,Половой признак: Мужские,3
137004762,Российский размер: 88-92,3
137004762,Рост: 182-188,3
137004762,Цвет: Черный,3
137004762,Российский размер: 96-100,3
137004762,Рост: 158-164,3
137008502,Артикул: 10100,1
137008502,Действие: Придает коже ощущение чистоты,1
137008502,Объем: 0.00000 см[3*],1
137008502,Модель: «Гарда Премиум Профи Клин» очищающий гель для тела и шампунь для волос 2в1,1
137008502,Вид: бутыль с помпой-дозатором,1
137009272,Срок хранения: 36 мес,5
137009272,Объем: 100 миллилитр,5
137009272,Активные ингредиенты: кора черной ивы,5
137009272,Назначение: Крем защищает кожу от неблагоприятных погодных условий,5
137009272,Особенности: Время действия не менее 4 часов.,5
137009272,Применение: За 15 минут до выхода на улицу нанести на сухую чистую кожу 0,5
137009272,Торговая марка: Гарда,5
137009272,Вид: Средства для ухода за кожей,5
137009272,Вид: Кремы для рук,5
137009272,Условия хранения: Температура хранения: -20…+25 °С. Допускается заморозка более шести раз.,5
137009272,Основные ингредиенты: Очищающая паста с комбинированными натуральными абразивными гранулами,5
137009272,Способ применения: Не добавляя воды,5
137009272,Модель: «Триада Скраб клин» паста для кожи очищающая от устойчивых загрязнений с натуральным абразивом (200 мл),5
137009272,Тип: Регенерирующий,5
137009272,Способ применения: После окончания работ нанести 0,5
793142263,Вид: Одежда специальная для защиты от воды,148
793142263,Плотность: 225 гр/м2,148
793142263,Класс защиты одежды: 2 (водоупорная),148
793142263,Половая принадлежность: Мужской,148
793142263,Водонепроницаемость: 6000 мм,148
793142263,Состав ткани: полиамид 100 %,148
793142263,Цвет: лимонный с васильковым,148
793142263,Модель: Сигнальная куртка- ветровка,148
793142263,М2: 300.00000,148
793142263,Вид: Куртка,148
793142263,Цвет: темно-синий,148
793142263,Модель: Плащ влагозащитный ПВХ Extra Vision WPL флуоресцентный оранжевый,148
793142263,Материал: плащевая ткань,148
793142263,Светоотражающий элемент: Световозвращающая лента,148
793142263,Цвет: флуоресцентный оранжевый,148
793142372,Вид: Одежда специальная для защиты от растворов кислот,34
793142372,Карманы: Боковые накладные карманы,34
793142372,Состав ткани: 100 полиэфир,34
793142372,Рукава: Рукава с локтевым швом для свободы движений и манжетами на пуговицах,34
793142372,В составе комплекта (костюма): Куртка + брюки + берет,34
793142372,Защита от кислот: от 50 до 80 (по серной кислоте) – К80 %,34
793142372,Застежка: Куртка с потайной застежкой на пуговицы и липучку на воротнике-стойке,34
793142372,Световозвращающий материал: лента шириной 5,34
793142372,Материал: полиэфир 100% с ПВХ-покрытием,34
793142372,М2: 500,34
793142372,Цвет: темно-синий,34
793142372,Половая принадлежность: Мужской,34
793142372,"Модель: Костюм муж. ""Ликвидатор""",34
793142372,Модель: Костюм женский летний «Химик»,34
793142372,Застежка: 6 пластмассовых шпеньков (типа «пукля») для застежки,34
793142482,Вид: Костюмы защитные легкие для защиты от радиационной пыли,24
793142482,Защита от воздействия водных растворов кислот и щелочей при концентрации: до 30–40 %,24
793142482,Материал: полипропилен,24
793142482,Модель: Комбинезон защитный INVICTA модель Rumax (арт. 701),24
793142482,Цвет: белый,24
793142482,Плотность материала: 65.00000 гр/м2,24
793142482,Рост: XXL (116-124/186-194),24
793142482,Назначение: Комбинезон универсальный одноразового использования для защиты от общих производственных загрязнений,24
793142482,Назначение: для защиты от общих производственных загрязнений,24
793142482,Размер: 2XL,24
793142482,Размер изделия: XXXL (124-132/194-200),24
793142592,Вид: Одежда специальная для защиты от искр и брызг расплавленного металла,157
793142592,Комплектность: Куртка + брюки,157
793142592,Материал ткани: 100% хлопок,157
793142592,Карманы: Конструкция карманов на куртке и брюках исключает попадание в них искр и брызг расплавленного металла,157
793142592,Светоотражающий элемент: огнестойкая лента шириной 5 см,157
793142592,Плотность материала: 485 гр/м2,157
793142592,Состав утеплителя: огнестойкий синтетический,157
793142592,Вид: обеспечивают высокую защиту от прожигания и повышенных температур при выполнении сварочных работ,157
793142592,Конструктивные особенности: Куртка: Воротник-стойка анатомической формы – не натирает шею,157
793142592,Удобно хранить документы брюки: По боковому шву расположен накладной карман с клапаном на липучку для маркера или разводного ключа,157
793142592,Модель: Костюм сварщика мужской летний «Цезарь»,157
793142592,Карманы: Куртка: боковые карманы в швах,157
793142592,Застежка: Куртка: с потайной застежкой на пуговицах,157
793142592,Ткань: брезент с огнезащитной отделкой,157
793142592,Утеплитель: :ватин,157
793142593,Вид: Одежда специальная повышенной видимости,523
793142593,Плотность материала: 150 гр/м2,523
793142593,Цвет: темно-синий с флуоресцентным желтым,523
793142593,Вид: Водоотталкивающая,523
793142593,Состав ткани: 100 полиамид %,523
793142593,Световозвращающий материал: лента см,523
793142593,Класс одежды в зависимости от площади сигнальных элементов: 2,523
793142593,Плотность утеплителя: 250 гр/м2,523
793142593,Застежка: Центральная застежка на прочную двухзамковую молнию и ветрозащитный клапан.,523
793142593,Капюшон: съемный,523
793142593,Модель: Костюм мужской летний сигнальный «Люмос»,523
793142593,Наличие дополнительных элементов на одежду: Сигнальные элементы,523
793142593,Утеплитель: флис,523
793142593,Состав отделочной ткани: 65 полиэфир,523
793142593,Половая принадлежность: мужской,523
793142702,Плотность ткани: 250 гр/м2,29
793142702,Вид: Защита от паукообразных (клещей),29
793142702,Капюшон: несъемный (втачной) комбинированный с расширенной передней частью,29
793142702,Вид: Одежда специальная для защиты от насекомых и паукообразных,29
793142702,Модель: Костюм мужской противоэнцефалитный «Лес» васильковый,29
793142702,Цвет: васильковый,29
793142702,Половая принадлежность: Мужской,29
793142702,Вид: Куртка,29
793142702,Вид: Брюки,29
793142702,Защитные свойства: Костюм обеспечивает постоянную эффективную защиту от клещей и гнуса – комплекса летающих кровососущих насекомых (комары,29
793142702,) благодаря совокупности методов защиты: механического (конструкция изделия и ткань,29
793142702,Комплектация костюма: Куртка,29
793142702,Материал: «Премьер Cotton 250» с Инсектоакарицидной отделкой,29
793142702,Материал подкладки: поливискоза с водоотталкивающей отделкой – для внутренней юбки куртки и внутренних напульсников брюк. Сетка трикотажная для подкладки ткани с инсектоакарицидной пропиткой,29
793142702,Капюшон: Капюшон несъемный с козырьком,29
793142812,Вид: Одежда специальная для защиты от неблагоприятных погодных условий,24
793142812,Вид: Куртка,24
793142812,Половая принадлежность: Мужской,24
793142812,Вид: Застежка-молния,24
793142812,Цвет: серый,24
793142812,Назначение: для защиты от общих производственных загрязнений и механических воздействий,24
793142812,Подкладка: 100% полиэфир,24
793142812,Цвет: светлый хаки,24
793142812,Сигнальные элементы: отделка из световозвращающего материала,24
793142812,Модель: Куртка мужская утепленная «Аэро»,24
793142812,Рост: 170-176 см,24
793142812,Вид: Костюм,24
793142812,Защитные свойства: От нетоксичной пыли (Пн),24
793142812,Цвет: Красный/светло-серый,24
793142812,Характеристики спилка: Шлифованный,24
793142813,Вид: Одежда специальная для защиты от пониженных температур,2242
793142813,Материал подкладки: 100 полиэфир,2242
793142813,Климатический пояс: для эксплуатации в I,2242
793142813,Плотность утеплителя: 150.00000 гр/м2,2242
793142813,Вид: водоотталкивающая,2242
793142813,Состав: 100 полиамид %,2242
793142813,Половая принадлежность: мужской,2242
793142813,Класс защиты одежды: 3(4) класс защиты от пониженных температур воздуха и ветра,2242
793142813,Утеплитель: «Филгуд»,2242
793142813,Количество слоев утеплителя: 3 шт,2242
793142813,Световозвращающие полосы: лента,2242
793142813,Утеплитель: Шелтер® Микро,2242
793142813,Плотность: 126 гр/м2,2242
793142813,Цвет: темно-синий,2242
793142813,Вид: масловодоотталкивающая,2242
793143032,Вид: Одежда специальная для защиты от общих производственных загрязнений и механических воздействий,5098
793143032,Состав ткани: 65 полиэфир,5098
793143032,Плотность: 250 гр/м2,5098
793143032,Пол: мужской,5098
793143032,Отделка: малосминаемая,5098
793143032,Ткань: смесовая,5098
793143032,Световозвращающий материал: лента см,5098
793143032,Цвет: темно-синий,5098
793143032,Отделка: водоотталкивающая,5098
793143032,Силуэт: полуприлегающий,5098
793143032,Ткань: «Индестрактбл»,5098
793143032,В составе комплекта (костюма): Куртка + брюки,5098
793143032,Состав ткани: 60 хлопок,5098
793143032,Описание: Не является медицинским изделием,5098
793143032,Карманы: накладные,5098
793143142,Вид: Одежда специальная для защиты от повышенных температур,9
793143142,Трикотажного полотна основного материала: трикотажное полотно,9
793143142,Состав ткани: 100 хлопок %,9
793143142,В составе комплекта (костюма): Куртка + брюки,9
793143142,Отделка: огнестойкая,9
793143142,Ткань: «Молескин»,9
793143142,Состав материала подкладки: полиэфир,9
793143142,Утеплитель: Тинсулейт,9
793143142,Плотность материала: 280 гр/м2,9
793143142,Модель: Шапка вязаная двойная на Тинсулейте® темно-синяя,9
793143142,Утеплитель: Тинсулейт®.,9
793143142,Материал: 100 ПАН %,9
793143142,Размер: 55,9
793143142,Отделка: огнестойкая Proban,9
793143142,Вид: С подворотом,9
793143252,Вид: Специальная экипировка,2
793143252,Назначение: для сварочных процессов MMA – TIG – MIG/MAG,2
793143252,Материал изделия: ударопрочный нейлон,2
793143252,Температура эксплуатации: от –10 до +55 [0*]С,2
793143252,Вес: 0.18000 кг,2
793143252,Высота: 130.00000 мм,2
793143252,Группа по назначению: Для защиты от искр и брызг расплавленного металла,2
793143252,Длина: 210.00000 мм,2
793143252,Материал: поликарбонат,2
793143252,Совместимость: к щитку сварщика модели e684,2
793143252,Тип: Внешнее,2
793143252,Модель: e684,2
793143252,Цвет: прозрачный,2
793299344,Вид: Средства индивидуальной защиты от падения с высоты (страховочная привязь),47
793299344,Температура использования: от –60 до +50 [0*]С,47
793299344,Длина: 2.00000 м,47
793299344,Материал: полиэфир,47
793299344,Статическая прочность: 15 килоньютон (kn),47
793299344,Рост: 170–200 см,47
793299344,Производитель: ПВ ООО ФИРМА ТЕХНОАВИА,47
793299344,Модель: Страховочная привязь ТА20,47
793299344,Применение: для безопасной остановки падения и является компонентом страховочной системы,47
793299344,Модель: Привязь «Высота 035» (vst 035),47
793299344,Масса: 1350 г,47
793299344,Обхват груди: 80–140 см,47
793299344,Материал: оцинкованная сталь.,47
793299344,Вид: Базовая страховочная привязь,47
793299344,Область применения: строительство,47
793300443,Вид: Белье для спецодежды нательное,62
793300443,Тип: хлопок,62
793300443,Плотность ткани: 210 гр/м2,62
793300443,Производитель: Россия,62
793300443,Особенности: Изготовлены из трикотажного полотна с эластичным переплетением,62
793300443,Модель: Кальсоны трикотажные «Тироль»,62
793300443,Состав: 100% хлопок %,62
793300443,Модель: Термобелье мужское «Беринг»,62
793300443,Состав: 100% %,62
793300443,Модель: Белье термостойкое «ВОЛЬТ л»,62
793300443,Область применения: Термобелье предназначено для действий средней активности при ношении в прохладную и холодную погоду.,62
793300443,Особенности: Термобелье «Беринг» выполнено из эластичного трикотажного полотна переплетения «джерси». Соединительные швы выполнены плоским швом (флэтлок),62
793300443,Вид: 1 уровень,62
793300443,Область применения: в комплекте со специальной одеждой,62
793300443,Область применения: для холодной и очень холодной погоды,62
793300662,Вид: Одежда специальная для защиты от термических рисков электрической дуги,49
793300662,Ткань основная: арамидная термоогнестойкая,49
793300662,Конструкция: обеспечивает хорошую посадку на фигуре,49
793300662,Особенности модели: Куртка-рубашка комплектуется набором для мелкого ремонта: огнестойкие нитки,49
793300662,Манжета: рукавов застегиваются на петлю и пуговицы,49
793300662,Застежка: Центральная потайная на пуговицы по борту и липучку на воротнике.,49
793300662,Рукава: с фигурным локтевым швом соответствуют основному положению рук при работе,49
793300662,Ткань основная: 93 мета-арамид,49
793300662,Пуфта: в виде треугольника внизу локтевых швов закрывает разрез рукава – для защиты возможной зоны поражения.,49
793300662,Модель: Куртка-рубашка «ВОЛЬТ л 160-6»,49
793300662,Вид: из световозвращающего материала позволяют сделать человека заметным в условиях недостаточной видимости,49
793300662,Защитные свойства: ащита от термического воздействия электрической дуги,49
793300662,Защита: :2 уровень защиты,49
793300662,Плотность ткaни: 160 гр/м2,49
793300662,Воротник: отложной со стойкой.,49
793300772,Вид: Средства защиты ног,8
793300772,Внутренний слой: Металлизированная пленка,8
793300772,Материал: трехслойное нетканое полотно «Полизон»,8
793300772,Температурный режим: до -30 [0*]С,8
793300772,Модель: Чулки вкладные «Полизон»,8
793300772,Цвет: Серый с черным,8
793300772,Вид: наколенники,8
793300772,Материал корпуса: ЭВА,8
793300772,Модель: Наколенники «Универсал»,8
793300772,Размер: 39 (247),8
793300772,Вид: Чулок вкладной,8
793300772,Метод крепления подошвы: клеепрошивной,8
793300772,Подкладка: нетканое полотно повышенной плотности устойчивое к истиранию,8
793300772,Подносок: термопластичный,8
793300772,Модель: Омон,8
793302093,Объем: 147.00000 см[3*],1
793302093,Состав: N,1
793302093,Вид: Бытовая химия,1
793302093,Вид: Средства дезинсекционные,1
793302093,Время защитного действия при нанесении на кожу: более 4 часов,1
793302093,Время защитного действия при нанесении на одежду о: до 30 сут,1
793302093,Способ применения: Перед применением баллон встряхнуть. Распылить средство на ладонь и нанести,1
793302093,Модель: Аэрозоль-репеллент «Рефтамид Максимум» 147 мл,1
793302204,Вид: крем жидкое,2
793302204,Назначение: Применяется для удаления легких производственных загрязнений и защитных кремов с кожи рук и лица.,2
793302204,Вид: бутыль с помпой-дозатором,2
793302204,Вес: 0.25000 кг,2
793302204,Объем: 0.02500 Л,2
793302204,Вес: 0.50000 кг,2
793302204,Объем: 0.50000 Л,2
793303632,Тип: Флип-Топ с пластиковым контролем первого вскрытия,7
793303632,Тип: экструзионная туба,7
793303632,Срок хранения: 30 мес,7
793303632,Объем: 100 см[3*],7
793303632,Объем: 100 миллилитр,7
793303632,Масса: 100 г,7
793303632,Вид: Восстанавливающий регенерирующий крем,7
793303632,Назначение: Эффективно восстанавливает кожу рук,7
793303632,Содержит: провитамины и специальные увлажняющие и питающие компоненты,7
793303632,Вид: Крем защитный гидрофобного действия,7
793303632,Назначение: предназначен для защиты кожи от водорастворимых вредных производственных факторов и веществ (растворов щелочей,7
793303632,Время действия: не менее 4 часов.,7
793303632,Назначение: После окончания работ нанести 0,7
793303632,Температурный режим использования: от 0 и выше [0*]С,7
793303632,Торговая марка: Garda,7
793306602,Вид: Принадлежности и инвентарь бытовые,1
793306602,Вид: Принадлежности для ухода за одеждой и обувью,1
793306602,Материал: прочная высококачественная сталь с эмалевым покрытием,1
793306602,Назначение: Для быстрого и комфортного надевания обуви,1
793306602,Модель: Ложка для обуви SALTON металлическая,1
793306602,Цвет: желтый,1
793315402,Состав: 100 хлопок %,37
793315402,Плотность: 230 гр/м2,37
793315402,Цвет: зеленый,37
793315402,Модель: Белье мужское утепленное «Камыш» (трикотажное полотно х/б с начесом),37
793315402,Комплектность: фуфайка и кальсоны,37
793315402,Пол: мужской,37
793315402,Состав: 30 шерсть,37
793315402,Рост: 100/182-188,37
793315402,Назначение: для действий средней активности при ношении в прохладную и холодную погоду,37
793315402,Модель: Термобелье мужское Island Cup р.108-112,37
793315842,Состав ткани верха: 100% полиамид,5
793315842,Ткань верха: мембранная,5
793315842,Отделка ткани: водоотталкивающая,5
793315842,Модель: Куртка-ветровка мужская «Реал»,5
793315842,Пол: мужской,5
793315842,Рост: 170-176,5
793315842,Цвет: серый,5
793315842,Модель: Куртка-ветровка мужская «Реал» р.128-132/170-176,5
793315842,Рост: 96-100/170-176,5
793315842,Рост: 88-92/170-176,5
793315844,Застёжка: двухзамковая металлическая молния и потайные кнопки,29
793315844,Карманы: :с клапанами на кнопках и прорезные карманы,29
793315844,Утеплитель: :Шелтер® Микро,29
793315844,Воротник: :стойка,29
793315844,Плотность ткани: 110 г/кв.м,29
793315844,Плотность утеплителя: 150 гр/м2,29
793315844,Модель: Куртка мужская утепленная «Аэро»,29
793315844,Ткань: 100 полиэфир %,29
793315844,Цвет: черно-синий,29
793315844,Вид: Куртки для взрослых из текстильных материалов демисезонные,29
793315844,Вид: Куртки для взрослых,29
793315844,Рост: 120/188,29
793315955,Вид: Пальто для взрослых,1
793315955,Вид: Пальто для взрослых из текстильных материалов,1
793315955,Вид: Пальто для взрослых из текстильных материалов зимние,1
793315955,Карманы: В рельефах – боковые карманы на потайной молнии,1
