category_id,characteristic,total_items,sample_item_ids
793284937,характеристика: индия,10,"34708505, 35882246, 35882158"
793284937,характеристика: maglift,10,"34708505, 35882246, 35882158"
793284937,Вид: транспортные средства запасные части,10,"34708505, 35882246, 35882158"
793284937,Вид: продукции товары вид товаров транс,10,"34708505, 35882246, 35882158"
793284937,Вид: товаров транспортные средства вид,10,"34708505, 35882246, 35882158"
793284937,Вид: ы запасных частей для транспортных средс,10,"34708505, 35882246, 35882158"
793284937,Модель: optima,10,"34708505, 35882246, 35882158"
793284937,характеристика: optima,10,"34708505, 35882246, 35882158"
793284937,характеристика: laugfs,10,"34708505, 35882246, 35882158"
793284937,характеристика: normal,10,"34708505, 35882246, 35882158"
793360559,Вид: ы шин пневматических для грузовых автомо,44,"38151868, 36702203, 38025392"
793360559,Вид: шин покрышек и камер резиновых шины п,44,"38151868, 36702203, 38025392"
793360559,Тип: конструкции радиальная вид продукции,44,"38151868, 36702203, 38025392"
793360559,Вид: товаров транспортные средства вид тра,44,"38151868, 36702203, 38025392"
793360559,Да: номинальная ширина профиля,44,"38151868, 36702203, 38025392"
793360559,Категория: использования шины зимняя назначение,44,"38151868, 36702203, 38025392"
793360559,Вид: транспортные средства запасные части,44,"38151868, 36702203, 38025392"
793360559,Назначение: шины легкая грузовая наличие логотипа,44,"38151868, 36702203, 38025392"
793360559,характеристика: tyres,44,"38151868, 36702203, 38025392"
793360559,Вид: продукции товары вид товаров транс,44,"38151868, 36702203, 38025392"
793360559,характеристика: van,44,"38151868, 36702203, 38025392"
793360559,Категория: использования шины универсальная кате,44,"38151868, 36702203, 38025392"
793360559,характеристика: ikon,44,"38151868, 36702203, 38025392"
793360559,Материал: ов и запасных частей для них,44,"38151868, 36702203, 38025392"
793360559,характеристика: green-max,44,"38151868, 36702203, 38025392"
793410130,характеристика: bxdxd,15,"35095664, 38519760, 38698711"
793410130,характеристика: ekka,15,"35095664, 38519760, 38698711"
793410130,характеристика: 5 дюйм,15,"35095664, 38519760, 38698711"
793410130,характеристика: dako,15,"35095664, 38519760, 38698711"
793410130,характеристика: rim,15,"35095664, 38519760, 38698711"
793410130,Вид: шин покрышек и камер резиновых шины п,15,"35095664, 38519760, 38698711"
793410130,Тип: tl тип рисунка протектора с глубоким,15,"35095664, 38519760, 38698711"
793410130,Вид: транспортные средства запасные части,15,"35095664, 38519760, 38698711"
793410130,Вид: продукции товары вид товаров транс,15,"35095664, 38519760, 38698711"
793410130,характеристика: китай,15,"35095664, 38519760, 38698711"
793410130,характеристика: wkt,15,"35095664, 38519760, 38698711"
793410130,Модель: at225,15,"35095664, 38519760, 38698711"
793410130,характеристика: nylon,15,"35095664, 38519760, 38698711"
793410130,Назначение: для каретных колес сезонность летняя,15,"35095664, 38519760, 38698711"
793410130,Вес: 225 г,15,"35095664, 38519760, 38698711"
793410128,Размер: 24 дюйм,10,"38904060, 38904006, 22478610"
793410128,Назначение: для задних колес инвалидной коляски моде,10,"38904060, 38904006, 22478610"
793410128,характеристика: horst,10,"38904060, 38904006, 22478610"
793410128,Материал: нейлон назначение,10,"38904060, 38904006, 22478610"
793410128,Вид: шин покрышек и камер резиновых шины,10,"38904060, 38904006, 22478610"
793410128,характеристика: резина,10,"38904060, 38904006, 22478610"
793410128,характеристика: германия,10,"38904060, 38904006, 22478610"
793410128,характеристика: 24 дюйм,10,"38904060, 38904006, 22478610"
793410128,Вид: транспортные средства запасные части,10,"38904060, 38904006, 22478610"
793410128,Вид: продукции товары вид товаров транс,10,"38904060, 38904006, 22478610"
793410128,характеристика: meyra,10,"38904060, 38904006, 22478610"
793410128,Модель: 24,10,"38904060, 38904006, 22478610"
793410128,Модель: perfomance,10,"38904060, 38904006, 22478610"
793410128,характеристика: tpi,10,"38904060, 38904006, 22478610"
793410128,Назначение: инвалидная коляска цвет серый размер,10,"38904060, 38904006, 22478610"
72095359,характеристика: хлопок,345,"35162280, 38287292, 24133899"
72095359,характеристика: .м,345,"35162280, 38287292, 24133899"
72095359,Вид: рукава короткий силуэт приталенный,345,"35162280, 38287292, 24133899"
72095359,Вид: ы одежды включая форменную головных уб,345,"35162280, 38287292, 24133899"
72095359,характеристика: голубой,345,"35162280, 38287292, 24133899"
72095359,Вид: рукава длинный цвет отделки синий,345,"35162280, 38287292, 24133899"
72095359,Вид: продукции товары вид товаров одежд,345,"35162280, 38287292, 24133899"
72095359,Цвет: белый размер рост,345,"35162280, 38287292, 24133899"
72095359,характеристика: шерсть,345,"35162280, 38287292, 24133899"
72095359,характеристика: 2 г,345,"35162280, 38287292, 24133899"
72095359,Цвет: отделки,345,"35162280, 38287292, 24133899"
72095359,Вид: застежки на пуговицах вид ткани см,345,"35162280, 38287292, 24133899"
72095359,характеристика: синий,345,"35162280, 38287292, 24133899"
72095359,Назначение: одежды форменной защита от общепроизв,345,"35162280, 38287292, 24133899"
72095359,Цвет: светлый хаки отделка,345,"35162280, 38287292, 24133899"
72095366,Цвет: сочетание бежевого и,25,"37248981, 37752452, 1463949"
72095366,Тип: ткани супербандмастер смесовая цвет,25,"37248981, 37752452, 1463949"
72095366,Цвет: красный черный модел,25,"37248981, 37752452, 1463949"
72095366,Вид: защиты защита от механических воздейс,25,"37248981, 37752452, 1463949"
72095366,Вид: ы одежды включая форменную головных уб,25,"37248981, 37752452, 1463949"
72095366,характеристика: красный,25,"37248981, 37752452, 1463949"
72095366,Материал: а состав ткани,25,"37248981, 37752452, 1463949"
72095366,характеристика: хлопок,25,"37248981, 37752452, 1463949"
72095366,Назначение: для защиты от общих производственных заг,25,"37248981, 37752452, 1463949"
72095366,Материал: а половой признак,25,"37248981, 37752452, 1463949"
72095366,Вид: продукции товары вид товаров одежд,25,"37248981, 37752452, 1463949"
72095366,Размер: 64,25,"37248981, 37752452, 1463949"
72095366,Цвет: флуоресцентный оранж,25,"37248981, 37752452, 1463949"
72095366,Наличие: дополнительных элементов на од,25,"37248981, 37752452, 1463949"
72095366,Цвет: черный красный вид п,25,"37248981, 37752452, 1463949"
72095367,Цвет: белый отделка,35,"38677421, 35187047, 20827734"
72095367,Назначение: защита об общепроизводственных загрязнен,35,"38677421, 35187047, 20827734"
72095367,Вид: ы одежды включая форменную головных уб,35,"38677421, 35187047, 20827734"
72095367,характеристика: .м,35,"38677421, 35187047, 20827734"
72095367,характеристика: хлопок,35,"38677421, 35187047, 20827734"
72095367,характеристика: белый,35,"38677421, 35187047, 20827734"
72095367,характеристика: шерсть,35,"38677421, 35187047, 20827734"
72095367,характеристика: 2,35,"38677421, 35187047, 20827734"
72095367,Цвет: темно-синий вид прод,35,"38677421, 35187047, 20827734"
72095367,Вид: продукции товары вид товаров одежд,35,"38677421, 35187047, 20827734"
72095367,Вид: отделки масловодоотталкивающая карман,35,"38677421, 35187047, 20827734"
72095367,характеристика: синий,35,"38677421, 35187047, 20827734"
72095367,Цвет: темно-синий модель,35,"38677421, 35187047, 20827734"
72095367,Цвет: - белый с бирюзовым,35,"38677421, 35187047, 20827734"
72095367,Размер: 92,35,"38677421, 35187047, 20827734"
72095368,характеристика: хлопок,56,"36744161, 23020037, 1409011"
72095368,Вид: ы одежды включая форменную головных уб,56,"36744161, 23020037, 1409011"
72095368,характеристика: белый,56,"36744161, 23020037, 1409011"
72095368,Цвет: белый модель,56,"36744161, 23020037, 1409011"
72095368,Назначение: для защиты от общих производственных заг,56,"36744161, 23020037, 1409011"
72095368,характеристика: .м,56,"36744161, 23020037, 1409011"
72095368,Цвет: белый отделка,56,"36744161, 23020037, 1409011"
72095368,Тип: ткани трикотажного полотна смесовая ц,56,"36744161, 23020037, 1409011"
72095368,Вид: а изделия халат полуприлегающего силу,56,"36744161, 23020037, 1409011"
72095368,Тип: а россия производственно-внедренческое о,56,"36744161, 23020037, 1409011"
72095368,Цвет: - белый россия произ,56,"36744161, 23020037, 1409011"
72095368,Цвет: белый вид продукции,56,"36744161, 23020037, 1409011"
72095368,Материал: смесовая,56,"36744161, 23020037, 1409011"
72095368,Вид: мягкого инвентаря халат наличие карма,56,"36744161, 23020037, 1409011"
72095368,Цвет: бирюзовый модель,56,"36744161, 23020037, 1409011"
72095369,Цвет: темно-синий вид прод,9,"35187076, 1391288, 1391287"
72095369,характеристика: шерсть,9,"35187076, 1391288, 1391287"
72095369,характеристика: синий,9,"35187076, 1391288, 1391287"
72095369,характеристика: .м,9,"35187076, 1391288, 1391287"
72095369,Назначение: защита от общих производственных загрязн,9,"35187076, 1391288, 1391287"
72095369,характеристика: lycra,9,"35187076, 1391288, 1391287"
72095369,Вид: продукции товары вид товаров одежд,9,"35187076, 1391288, 1391287"
72095369,Вид: ы одежды включая форменную головных уб,9,"35187076, 1391288, 1391287"
72095369,Цвет: темно-синий модель,9,"35187076, 1391288, 1391287"
72095369,Цвет: темно-синий карманы,9,"35187076, 1391288, 1391287"
72095369,характеристика: хлопок,9,"35187076, 1391288, 1391287"
72095369,характеристика: россия,9,"35187076, 1391288, 1391287"
72095370,Назначение: подходит как для работы так и для повсед,433,"34831692, 35422756, 38135503"
72095370,характеристика: хлопок,433,"34831692, 35422756, 38135503"
72095370,Тип: ом узбекистан производственно-внедренчес,433,"34831692, 35422756, 38135503"
72095370,Вид: ы одежды включая форменную головных уб,433,"34831692, 35422756, 38135503"
72095370,Цвет: а может быть рекомен,433,"34831692, 35422756, 38135503"
72095370,характеристика: серый,433,"34831692, 35422756, 38135503"
72095370,характеристика: синий,433,"34831692, 35422756, 38135503"
72095370,Вид: продукции товары вид товаров одежд,433,"34831692, 35422756, 38135503"
72095370,Цвет: фисташковый плотност,433,"34831692, 35422756, 38135503"
72095370,Тип: трикотажного полотна гипоаллергенное,433,"34831692, 35422756, 38135503"
72095370,Цвет: серый назначение,433,"34831692, 35422756, 38135503"
72095370,Цвет: оранжевый вырез горл,433,"34831692, 35422756, 38135503"
72095370,Цвет: черный рукав,433,"34831692, 35422756, 38135503"
72095370,Цвет: васильковый состав,433,"34831692, 35422756, 38135503"
72095370,Цвет: синий рукав,433,"34831692, 35422756, 38135503"
72095373,характеристика: 225 г,8,"16746405, 16742661, 18152860"
72095373,Да: плотность 225 гр м2 размер,8,"16746405, 16742661, 18152860"
72095373,Наличие: назначение для защиты от во,8,"16746405, 16742661, 18152860"
72095373,характеристика: пвх,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий модель,8,"16746405, 16742661, 18152860"
72095373,характеристика: синий,8,"16746405, 16742661, 18152860"
72095373,Материал: полиэфир с пвх-покрытием с изн,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий особенно,8,"16746405, 16742661, 18152860"
72095373,Назначение: для защиты от воды размер рост 88-92,8,"16746405, 16742661, 18152860"
72095373,Назначение: для защиты от воды покрытие пвх-покры,8,"16746405, 16742661, 18152860"
72095373,Назначение: для защиты от воды плотность 225 гр м,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий покрытие,8,"16746405, 16742661, 18152860"
72095373,Вид: ы одежды включая форменную головных уб,8,"16746405, 16742661, 18152860"
72095373,характеристика: 2 в,8,"16746405, 16742661, 18152860"
72095373,характеристика: россия,8,"16746405, 16742661, 18152860"
72105483,Материал: хлопковое напыление область пр,8,"35059647, 35059629, 35417077"
72105483,характеристика: alphatec,8,"35059647, 35059629, 35417077"
72105483,характеристика: ansell,8,"35059647, 35059629, 35417077"
72105483,характеристика: supermax,8,"35059647, 35059629, 35417077"
72105483,характеристика: желтый,8,"35059647, 35059629, 35417077"
72105483,Вид: перчаток смотровые вид размера ста,8,"35059647, 35059629, 35417077"
72105483,Материал: латекс опудренные,8,"35059647, 35059629, 35417077"
72105483,Размер: 8 5-9,8,"35059647, 35059629, 35417077"
72105483,характеристика: 9 м,8,"35059647, 35059629, 35417077"
72105483,характеристика: . м,8,"35059647, 35059629, 35417077"
137009272,характеристика: 36 м,5,"38328828, 38328842, 38328816"
137009272,Вид: косметических средств средства для ух,5,"38328828, 38328842, 38328816"
137009272,Назначение: крем защищает кожу от неблагоприятных по,5,"38328828, 38328842, 38328816"
137009272,характеристика: 2 мл,5,"38328828, 38328842, 38328816"
137009272,Тип: средства регенерирующий активные ингр,5,"38328828, 38328842, 38328816"
137009272,Назначение: крем предназначен для защиты кожи от вод,5,"38328828, 38328842, 38328816"
137009272,Вид: косметики парфюмерии средства космети,5,"38328828, 38328842, 38328816"
137009272,Вид: продукции товары вид товаров косме,5,"38328828, 38328842, 38328816"
137009272,Тип: средства гидрофильного действия гидр,5,"38328828, 38328842, 38328816"
137009272,характеристика: 3,5,"38328828, 38328842, 38328816"
137009272,характеристика: 2 м,5,"38328828, 38328842, 38328816"
137009272,характеристика: . м,5,"38328828, 38328842, 38328816"
137009272,характеристика: россия,5,"38328828, 38328842, 38328816"
793142263,характеристика: 225 г,148,"38417928, 35618283, 35125183"
793142263,Вид: одежды куртка водонепроницаемость,148,"38417928, 35618283, 35125183"
793142263,Цвет: лимонный с васильков,148,"38417928, 35618283, 35125183"
793142263,характеристика: пвх,148,"38417928, 35618283, 35125183"
793142263,характеристика: wpl,148,"38417928, 35618283, 35125183"
793142263,характеристика: vision,148,"38417928, 35618283, 35125183"
793142263,характеристика: extra,148,"38417928, 35618283, 35125183"
793142263,Вид: ы одежды включая форменную головных уб,148,"38417928, 35618283, 35125183"
793142263,Вид: продукции товары вид товаров одежд,148,"38417928, 35618283, 35125183"
793142263,характеристика: синий,148,"38417928, 35618283, 35125183"
793142263,Цвет: флуоресцентный оранж,148,"38417928, 35618283, 35125183"
793142263,характеристика: желтый,148,"38417928, 35618283, 35125183"
793142263,Материал: поливинилхлорид материал покры,148,"38417928, 35618283, 35125183"
793142263,Вид: фурнитуры застежка молния водоупорнос,148,"38417928, 35618283, 35125183"
793142263,Нет: вид фурнитуры застежка молн,148,"38417928, 35618283, 35125183"
793142372,Цвет: темно-синий отделка,34,"31409410, 38712233, 38712209"
793142372,характеристика: оранжевый,34,"31409410, 38712233, 38712209"
793142372,Материал: лента шириной,34,"31409410, 38712233, 38712209"
793142372,характеристика: . а,34,"31409410, 38712233, 38712209"
793142372,Материал: полиэфир,34,"31409410, 38712233, 38712209"
793142372,Цвет: оранжевый вид продук,34,"31409410, 38712233, 38712209"
793142372,Вид: ы одежды включая форменную головных уб,34,"31409410, 38712233, 38712209"
793142372,Вид: атор,34,"31409410, 38712233, 38712209"
793142372,характеристика: синий,34,"31409410, 38712233, 38712209"
793142372,характеристика: пвх,34,"31409410, 38712233, 38712209"
793142372,Вид: продукции товары вид товаров одежд,34,"31409410, 38712233, 38712209"
793142372,Тип: а пукля для застежки в составе компле,34,"31409410, 38712233, 38712209"
793142372,Назначение: для защиты от растворов кислот щелочей т,34,"31409410, 38712233, 38712209"
793142372,Вид: атор техноавиа,34,"31409410, 38712233, 38712209"
793142372,Тип: защиты для защиты от сырой нефти нефт,34,"31409410, 38712233, 38712209"
793142482,характеристика: rumax,24,"16701524, 26765860, 23780244"
793142482,характеристика: invicta,24,"16701524, 26765860, 23780244"
793142482,Материал: полипропилен покрытый микропор,24,"16701524, 26765860, 23780244"
793142482,Модель: rumax,24,"16701524, 26765860, 23780244"
793142482,Вид: ы одежды специальной костюмы защитные,24,"16701524, 26765860, 23780244"
793142482,Цвет: белый электростатиче,24,"16701524, 26765860, 23780244"
793142482,характеристика: . x,24,"16701524, 26765860, 23780244"
793142482,характеристика: белый,24,"16701524, 26765860, 23780244"
793142482,Вид: продукции товары виды одежды специаль,24,"16701524, 26765860, 23780244"
793142482,характеристика: xxl,24,"16701524, 26765860, 23780244"
793142482,Назначение: комбинезон универсальный одноразового ис,24,"16701524, 26765860, 23780244"
793142482,Вид: ы одежды включая форменную головных уб,24,"16701524, 26765860, 23780244"
793142482,Размер: 2xl,24,"16701524, 26765860, 23780244"
793142482,Цвет: белый размер рост,24,"16701524, 26765860, 23780244"
793142482,Цвет: белый модель,24,"16701524, 26765860, 23780244"
793142592,Материал: ткани,157,"35216755, 34803626, 34831801"
793142592,характеристика: proban,157,"35216755, 34803626, 34831801"
793142592,Вид: защиты обеспечивают высокую защиту от,157,"35216755, 34803626, 34831801"
793142592,характеристика: 485 г,157,"35216755, 34803626, 34831801"
793142592,Вид: е вытачек и подрез под коленом улучшают,157,"35216755, 34803626, 34831801"
793142592,Вид: имости. брюки пояс со шлевками и с пу,157,"35216755, 34803626, 34831801"
793142592,характеристика: 5 см,157,"35216755, 34803626, 34831801"
793142592,характеристика: хлопок,157,"35216755, 34803626, 34831801"
793142592,Вид: продукции товары вид товаров одежд,157,"35216755, 34803626, 34831801"
793142592,Тип: а на уровне груди левой полочки и на,157,"35216755, 34803626, 34831801"
793142592,Вид: ы одежды включая форменную головных уб,157,"35216755, 34803626, 34831801"
793142592,характеристика: серый,157,"35216755, 34803626, 34831801"
793142592,Вид: отделки огнестойкая вид защиты нл,157,"35216755, 34803626, 34831801"
793142592,Назначение: костюм для защиты от повышеных температу,157,"35216755, 34803626, 34831801"
793142592,Тип: а бирюзовый модель костюм из смеша,157,"35216755, 34803626, 34831801"
793142593,Цвет: темно-синий с флуоре,523,"38732850, 37954519, 37889487"
793142593,Вид: имости в составе комплекта костюма,523,"38732850, 37954519, 37889487"
793142593,характеристика: желтый,523,"38732850, 37954519, 37889487"
793142593,Тип: ом россия производственно-внедренческое,523,"38732850, 37954519, 37889487"
793142593,характеристика: хлопок,523,"38732850, 37954519, 37889487"
793142593,характеристика: 5 см,523,"38732850, 37954519, 37889487"
793142593,Вид: имости для защиты от механических воздей,523,"38732850, 37954519, 37889487"
793142593,Вид: е жилета который пристегивается на молни,523,"38732850, 37954519, 37889487"
793142593,характеристика: оранжевый,523,"38732850, 37954519, 37889487"
793142593,характеристика: 245 г,523,"38732850, 37954519, 37889487"
793142593,Наличие: дополнительных элементов на од,523,"38732850, 37954519, 37889487"
793142593,Вид: имости вид отделки водоотталкивающая,523,"38732850, 37954519, 37889487"
793142593,Вид: имости. соответствует европейскому станд,523,"38732850, 37954519, 37889487"
793142593,Вид: имости. на куртке используется термоакти,523,"38732850, 37954519, 37889487"
793142593,Вид: одежды костюм вид отделки водоотта,523,"38732850, 37954519, 37889487"
793142702,Вид: защиты защита от паукообразных клеще,29,"37145343, 37145314, 37145340"
793142702,Цвет: васильковый вид прод,29,"37145343, 37145314, 37145340"
793142702,Вид: одежды куртка капюшон несъемный в,29,"37145343, 37145314, 37145340"
793142702,Цвет: васильковый размер,29,"37145343, 37145314, 37145340"
793142702,Вид: спецодежды костюм защитные свойства,29,"37145343, 37145314, 37145340"
793142702,Вид: продукции товары вид товаров одежд,29,"37145343, 37145314, 37145340"
793142702,характеристика: cotton,29,"37145343, 37145314, 37145340"
793142702,Вид: ы одежды включая форменную головных уб,29,"37145343, 37145314, 37145340"
793142702,характеристика: . в,29,"37145343, 37145314, 37145340"
793142702,Материал: подкладки,29,"37145343, 37145314, 37145340"
793142702,характеристика: пвх,29,"37145343, 37145314, 37145340"
793142702,характеристика: хлопок,29,"37145343, 37145314, 37145340"
793142702,Размер: 96,29,"37145343, 37145314, 37145340"
793142702,Цвет: - васильковый,29,"37145343, 37145314, 37145340"
793142702,характеристика: россия,29,"37145343, 37145314, 37145340"
793142812,Цвет: серый отделка,24,"35944562, 34190730, 34320589"
793142812,характеристика: красный,24,"35944562, 34190730, 34320589"
793142812,характеристика: серый,24,"35944562, 34190730, 34320589"
793142812,Вид: одежды куртка вид фурнитуры застеж,24,"35944562, 34190730, 34320589"
793142812,Вид: ы одежды включая форменную головных уб,24,"35944562, 34190730, 34320589"
793142812,Вид: одежды форменной куртка сигнальные эл,24,"35944562, 34190730, 34320589"
793142812,Вид: продукции товары вид товаров одежд,24,"35944562, 34190730, 34320589"
793142812,Материал: а обеспечивает хорошую видимос,24,"35944562, 34190730, 34320589"
793142812,Цвет: черно-синий вид прод,24,"35944562, 34190730, 34320589"
793142812,Цвет: светлый хаки отделка,24,"35944562, 34190730, 34320589"
793142812,Наличие: дополнительных элементов на од,24,"35944562, 34190730, 34320589"
793142812,Назначение: для защиты от общих производственных заг,24,"35944562, 34190730, 34320589"
793142812,Цвет: красный светло-серый,24,"35944562, 34190730, 34320589"
793142812,характеристика: синий,24,"35944562, 34190730, 34320589"
793142812,Размер: 52-54,24,"35944562, 34190730, 34320589"
793142813,Материал: подкладки,2242,"34841100, 34505338, 35617991"
793142813,характеристика: iii,2242,"34841100, 34505338, 35617991"
793142813,характеристика: 2 м,2242,"34841100, 34505338, 35617991"
793142813,Вид: отделки водоотталкивающая плотность,2242,"34841100, 34505338, 35617991"
793142813,характеристика: 3 шт,2242,"34841100, 34505338, 35617991"
793142813,Цвет: темно-синий цвет отд,2242,"34841100, 34505338, 35617991"
793142813,характеристика: синий,2242,"34841100, 34505338, 35617991"
793142813,характеристика: хлопок,2242,"34841100, 34505338, 35617991"
793142813,Вид: отделки масловодоотталкивающая плотно,2242,"34841100, 34505338, 35617991"
793142813,Тип: ом россия производственно-внедренческое,2242,"34841100, 34505338, 35617991"
793142813,Материал: лента см состав,2242,"34841100, 34505338, 35617991"
793142813,Вид: ы одежды включая форменную головных уб,2242,"34841100, 34505338, 35617991"
793142813,характеристика: серый,2242,"34841100, 34505338, 35617991"
793142813,характеристика: .м,2242,"34841100, 34505338, 35617991"
793142813,Цвет: отделки,2242,"34841100, 34505338, 35617991"
793143032,характеристика: хлопок,5098,"20389056, 34827618, 20130445"
793143032,Цвет: отделки,5098,"20389056, 34827618, 20130445"
793143032,характеристика: рф,5098,"20389056, 34827618, 20130445"
793143032,характеристика: 245 г,5098,"20389056, 34827618, 20130445"
793143032,Вид: ы одежды включая форменную головных уб,5098,"20389056, 34827618, 20130445"
793143032,характеристика: синий,5098,"20389056, 34827618, 20130445"
793143032,Вид: продукции товары вид товаров одежд,5098,"20389056, 34827618, 20130445"
793143032,характеристика: серый,5098,"20389056, 34827618, 20130445"
793143032,Материал: лента см состав ткани,5098,"20389056, 34827618, 20130445"
793143032,Цвет: темно-синий цвет отд,5098,"20389056, 34827618, 20130445"
793143032,Тип: ом россия производственно-внедренческое,5098,"20389056, 34827618, 20130445"
