category_id,category_name,attribute_name,type,unit,min,max,top_values,total_items
793284715,"Шины пневматические для строительных, дорожных, подъемно-транспортных машин",Ширина профиля,numeric,дюйм,3.15,520.0,"12.00000 дюйм, 10.00000 дюйм, 16.90000 дюйм, 12.50000 дюйм, 17.50000 дюйм, 6.50000 дюйм, 305.00000, 5.00000 дюйм, 16.00000 дюйм, 440.00000",344
793285271,Шины пневматические для сельскохозяйственных машин,Вид,categorical,,,,"Шины, Колеса, Шины пневматические для трактора, Автотранспортные средства, Трактор, IMP, Мототранспортные средства, Шина",130
793285271,Шины пневматические для сельскохозяйственных машин,Диаметр посадочный,numeric,дюйм,6.0,38.0,"15.30000 дюйм, 20.00000 дюйм, 38.00000 дюйм, 16.00000 дюйм, 24.00000 дюйм, 10.00000 дюйм, 6 дюйм, 38 дюйм, 20 дюйм, 8.00000 дюйм",130
793285271,Шины пневматические для сельскохозяйственных машин,Индекс скорости,categorical,,,,"А6, А8, В, 30 (A6), A6/A8, А4, А5, E4, G, D",130
793285271,Шины пневматические для сельскохозяйственных машин,Категория использования,categorical,,,,"Ведущего колеса, Несущего колеса, Направляющего колеса, Опорное, Дорожные",130
793285271,Шины пневматические для сельскохозяйственных машин,Назначение,categorical,,,,"Трактор, Сельхохтехника, Сельскохозяйственная",130
793285271,Шины пневматические для сельскохозяйственных машин,Норма слойности,numeric,PR,2.0,20.0,"8PR, 14PR, 12PR, 10PR, 4PR, 6PR, 16PR, 18PR, 2PR, 8",130
793285271,Шины пневматические для сельскохозяйственных машин,Отношение профиля,numeric,%,18.0,400.0,"80.00000 %, 70.00000 %, 75.00000 %, 80 мм, 400.00000 %, 80 %, 18.00000 %, 65.00000 %, 85.00000 %, 60.00000 %",130
793285271,Шины пневматические для сельскохозяйственных машин,Способ герметизации,categorical,,,,"Камерный, Камерные, Бескамерный, Бескамерные",130
793285271,Шины пневматические для сельскохозяйственных машин,Способ поставки товара,categorical,,,,"По заявке, По графику, Единовременно",130
793285271,Шины пневматические для сельскохозяйственных машин,Тип,categorical,,,,"R1, Повышенной проходимости, TL, 16.9-30 дюйм, TT, Бескамерная TL, Бескамерная, R4, 16*6.50-8, 18X8",130
793285271,Шины пневматические для сельскохозяйственных машин,Тип конструкции,categorical,,,,"Диагональная, Радиальная",130
793285271,Шины пневматические для сельскохозяйственных машин,Ширина профиля,numeric,дюйм,4.0,720.0,"15.50000 дюйм, 11.20000 дюйм, 11.50000 дюйм, 360.00000 мм, 10.00000 дюйм, 12.50000 дюйм, 12.50000, 320.00000 мм, 290.00000 мм, 4.00000 дюйм",130
793286151,Шины пневматические для легкового автомобиля,Вид,categorical,,,,"Колеса, Шины, Шины пневматические для легкового автомобиля, Автошина, Шина, Легковые автомобили, автопокрышка, Автотранспортные средства, Легкогрузовые автомобили, Легкая грузовая",2926
793286151,Шины пневматические для легкового автомобиля,Диаметр посадочный,numeric,дюйм,8.0,580.0,"16.00000 дюйм, 15.00000 дюйм, 17.00000 дюйм, 18.00000 дюйм, 19.00000 дюйм, 14.00000 дюйм, 20.00000 дюйм, 13.00000 дюйм, 12.00000 дюйм, 22.00000 дюйм",2926
793286151,Шины пневматические для легкового автомобиля,Индекс скорости,categorical,,,,"T, H, V, R, Y, Т, W, Q, r, T (до 190 км/ч)",2926
793286151,Шины пневматические для легкового автомобиля,Категория использования,categorical,,,,"Зимняя, Летняя, Зимние, Зима, Летние, зимняя, летняя, лето, зима, Лето",2926
793286151,Шины пневматические для легкового автомобиля,Назначение,categorical,,,,"Легковой автомобиль, Легкогрузовой, Внедорожники и SUV, Легкогрузовые автомобили, Внедорожники, Легковые автомобили, Для внедорожников, Легкогрузовая, Для легких грузовиков и микроавтобусов, Легковой / Внедорожник",2926
793286151,Шины пневматические для легкового автомобиля,Отношение профиля,numeric,%,0.0,800.0,"65.00000 %, 55.00000 %, 60.00000 %, 75.00000 %, 45.00000 %, 70.00000 %, 50.00000 %, 40.00000 %, 80.00000 %, 35.00000 %",2926
793286151,Шины пневматические для легкового автомобиля,Способ герметизации шины,categorical,,,,"Бескамерная, Бескамерные, Безкамерная, Камерная, Камерные, Бескaмерные, Бесскамерный, бескамерка, бескамерные",2926
793286151,Шины пневматические для легкового автомобиля,Тип,categorical,,,,"Шипованная, Симметричный, Асимметричный, Фрикционная, легковая, Бескамерная, Направленный, Направленный симметричный, XL, Легкогрузовая",2926
793286151,Шины пневматические для легкового автомобиля,Тип конструкции,categorical,,,,"радиальная, Радиальная, xl, Диагональная, Xl, РАДИАЛЬНЫЙ, РАДИАЛЬНЫЙ (R), R, радиальные, C",2926
793286151,Шины пневматические для легкового автомобиля,Ширина профиля,numeric,мм,12.5,7239.0,"215.00000 мм, 205.00000 мм, 185.00000 мм, 225.00000 мм, 195.00000 мм, 235.00000 мм, 245.00000 мм, 175.00000 мм, 255.00000 мм, 275.00000 мм",2926
793360561,Шины пневматические для грузовых автомобилей,Вид,categorical,,,,"Шины пневматические для грузовых автомобилей, Шины, Колеса, Грузовая, Легкая грузовая, Автотранспортные средства, Мототранспортные средства, Автошина, Модули транспортные самоходные, Товары для автотехники",696
793360561,Шины пневматические для грузовых автомобилей,Диаметр посадочный,numeric,дюйм,3.0,850.0,"22.50000 дюйм, 16.00000 дюйм, 20.00000 дюйм, 15.00000 дюйм, 17.50000 дюйм, 19.50000 дюйм, 22 дюйм, 18.00000 дюйм, 20 дюйм, 24.00000 дюйм",696
793360561,Шины пневматические для грузовых автомобилей,Индекс скорости,categorical,,,,"L, K, M, J, R, А8, М, К, r, Q",696
793360561,Шины пневматические для грузовых автомобилей,Категория использования,categorical,,,,"Всесезонная, Всесезонные, Дорожная, Зимняя, Универсальная, Летние, Дорожные, Повышенной проходимости, Зимние, Ведущие оси",696
793360561,Шины пневматические для грузовых автомобилей,Назначение шины,categorical,,,,"Грузовой автомобиль, Грузовая, Легкая грузовая, Легкий грузовой автомобиль, Легкогрузовой, Легковой автомобиль, для грузового транспорта, экскаватор, для тракторов",696
793360561,Шины пневматические для грузовых автомобилей,Отношение профиля,numeric,%,6.0,800.0,"80.00000 %, 75.00000 %, 70.00000 %, 65.00000 %, 75 %, 80 %, 70 %, 85 %, 60.00000 %, 80.00000 мм",696
793360561,Шины пневматические для грузовых автомобилей,Радиус,numeric,дюйм,11.2,494.0,"22.50000 дюйм, 20.00000 дюйм, 16.00000 дюйм, 17.50000 дюйм, 19.50000 дюйм, 15.00000 дюйм, 12.00000 дюйм, 28.00000 дюйм, 14.00000 дюйм, R22.5",696
793360561,Шины пневматические для грузовых автомобилей,Способ герметизации шины,categorical,,,,"Бескамерная, Бескамерные, Камерная, Камерные, Бескамерный",696
793360561,Шины пневматические для грузовых автомобилей,Тип,categorical,,,,"Дорожный, Универсальные, Ведущей оси, Рулевой оси, Повышенной проходимости, Симметричный, Для прицепов, Бескамерная, Диагональная, 315/80R22.5",696
793360561,Шины пневматические для грузовых автомобилей,Тип конструкции,categorical,,,,"радиальная, Радиальная цельнометаллокордная, Радиальная, Диагональная, диагональная, ЦМК, Радиальная комбинированная, камерная, Шина пневматическая камерная, TL - бескамерная",696
793410132,Шины пневматические для мотоциклов,Tt,categorical,,,,TT,50
793410132,Шины пневматические для мотоциклов,Вид,categorical,,,,"Шины пневматические для мотоциклов, Колеса, Шины, покрышка, Мототранспортные средства",50
793410132,Шины пневматические для мотоциклов,Высота,numeric,мм,60.0,100.0,"90 мм, 100 мм, 60 %",50
793410132,Шины пневматические для мотоциклов,Диагональная,categorical,,,,D,50
793410132,Шины пневматические для мотоциклов,Диаметр,numeric,дюйм,12.0,180.0,"19 мм, 19 дюйм, 12 дюйм, 17 дюйм, 16 дюйм, 14 дюйм, 17 мм, 21 мм, 18 мм, 14 мм",50
793410132,Шины пневматические для мотоциклов,Индекс скорости,categorical,,,,"М, 100 км/ч, 240, 240 км/ч, H, W, V, 52P, до 270 км/ч",50
793410132,Шины пневматические для мотоциклов,Модель,categorical,,,,"Battlax A41, Tourance Next, K671 Cruiser, P350, Scooter M365/M365 Pro/Mini Robot 365, Mitas XT-454 / XT-434, 2.50-10 (60/100-10) 33J KENDA K771 TT, SM-PARTS 10"" 2.50/3.00-10 TR4 Бутил, Kenda K701 Winter 120/70 R12 58P, Metzeler MCE 6 Days Extreme R21 90/90 54 передняя",50
793410132,Шины пневматические для мотоциклов,Ось,categorical,,,,"Задняя, Передняя ось, Универсальная, Front/Rear",50
793410132,Шины пневматические для мотоциклов,Сезон,categorical,,,,"Летний, Лето",50
793410132,Шины пневматические для мотоциклов,Тип,categorical,,,,"Эндуро, бескамерная (TL), Камеры для колес, Безкамерная, Повышенной проходимости, Кросс, Покрышки, Шина пневматическая, 2.50-16, 2.00-19",50
793410132,Шины пневматические для мотоциклов,Ширина профиля,numeric,мм,26.0,170.0,"120 мм, 170 мм, 26 мм",50
793284937,Шины сплошные и полупневматические,Вид,categorical,,,,"Шины, Колеса, Шины сплошные и полупневматические, Сплошная (Цельнолитая), Шина для вилочного погрузчика",10
793284937,Шины сплошные и полупневматические,Диаметр посадочный,numeric,дюйм,8.0,10.0,"9.00000 дюйм, 10.00000 дюйм, 8.00000 дюйм",10
793284937,Шины сплошные и полупневматические,Индекс нагрузки,numeric,,105.0,2120.0,"2120.00000, 1090, 105.00000, 130.00000",10
793284937,Шины сплошные и полупневматические,Исполнение цельнолитой шины,categorical,,,,Без бурта,10
793284937,Шины сплошные и полупневматические,Максимальная нагрузка,numeric,кг,1415.0,2755.0,"2755.00000 кг, 1415 кг, 1885.00000 кг, 1950.00000 кг, 1645.00000 кг, 2190.00000 кг",10
793284937,Шины сплошные и полупневматические,Модель,categorical,,,,"Optima 2LAYER STD / TR, Шина цельнолитая 5, 275/40R19 105V XL Winter SottoZero 3 Run Flat, Gold, 21X8-9 (200/75-9) BKT MAGLIFT 6.00E STD, 21X8-9 (200/75-9) BKT MAGLIFT 6.00E STD Шина, Шина BKT 15771090, JAC, 39912-2",10
793284937,Шины сплошные и полупневматические,Радиус,numeric,дюйм,8.0,21.0,"21.00000 дюйм, 8 дюйм, 19.00000 дюйм, 9.00000 дюйм",10
793284937,Шины сплошные и полупневматические,Сезонность,categorical,,,,"Всесезонная, Зимняя, всесезонная",10
793284937,Шины сплошные и полупневматические,Способ герметизации шины,categorical,,,,Бескамерные,10
793284937,Шины сплошные и полупневматические,Тип конструкции,categorical,,,,Диагональные,10
793360559,Шины пневматические для автобусов,Вид,categorical,,,,"Шины, Колеса, Шины пневматические для грузовых автомобилей, Шины пневматические для автобусов, Автотранспортные средства, Автобусы, Легковые автомобили, Мототранспортные средства",44
793360559,Шины пневматические для автобусов,Диаметр посадочный,numeric,дюйм,13.0,22.5,"16.00000 дюйм, 15.00000 дюйм, 22.50000 дюйм, 19.50000 дюйм, 20.00000 дюйм, 19.00000 дюйм, 13.00000 дюйм, 14.00000 дюйм",44
793360559,Шины пневматические для автобусов,Индекс нагрузки,numeric,,92.0,109107.0,"104.00000, 113.00000, 107.00000, 152.00000, 109107.00000, 136.00000, 105.00000, 121.00000, 109.00000, 150.00000",44
793360559,Шины пневматические для автобусов,Индекс скорости,categorical,,,,"R, M, J, T, K, V",44
793360559,Шины пневматические для автобусов,Категория использования,categorical,,,,"Зимняя, Всесезонная, Дорожная, Универсальная, Повышенной проходимости, Лето",44
793360559,Шины пневматические для автобусов,Назначение шины,categorical,,,,"Легкая грузовая, Грузовая",44
793360559,Шины пневматические для автобусов,Отношение профиля,numeric,%,55.0,80.0,"75.00000 %, 70.00000 %, 65.00000 %, 80.00000 %, 55.00000 %",44
793360559,Шины пневматические для автобусов,Способ герметизации шины,categorical,,,,"Бескамерная, Камерная",44
793360559,Шины пневматические для автобусов,Тип конструкции,categorical,,,,Радиальная,44
793360559,Шины пневматические для автобусов,Ширина профиля,numeric,мм,5.7,295.0,"215.00000 мм, 195.00000 мм, 185.00000 мм, 7.50000, 245.00000 мм, 225.00000 мм, 275.00000 мм, 16.00000, 5.70000, 295.00000 мм",44
793410130,Шины пневматические для картов,Вес (кг),numeric,кг,1.59,1.59,1.59000 кг,15
793410130,Шины пневматические для картов,Вид,categorical,,,,"Шины, Колеса, Шины пневматические для картов",15
793410130,Шины пневматические для картов,Высота,numeric,мм,450.0,450.0,450 мм,15
793410130,Шины пневматические для картов,Диаметр колеса,numeric,дюйм,10.0,27.0,"10.00000 дюйм, 27.00000 дюйм",15
793410130,Шины пневматические для картов,Допускаемая нагрузка,numeric,кгс,40.0,60.0,"60 кгс, 40 кгс",15
793410130,Шины пневматические для картов,Максимальная скорость,numeric,км/час,150.0,150.0,150 км/час,15
793410130,Шины пневматические для картов,Модель,categorical,,,,"P319, AT225, EKKA 18*8.50-8NHS, SW, Покрышка для Ninebot GoKart Pro (задняя), WKT 4.0х11-5 ""снег"" твёрдая, Шина МЕГА 3.6х10-5 (Слик), МЕГА, Шина МЕГА 3.6х10-5 дождь передняя, Шина МЕГА 6.0х11-5 дождь задняя",15
793410130,Шины пневматические для картов,Размер шины,numeric,/70-6,145.0,145.0,145/70-6,15
793410130,Шины пневматические для картов,Сезонность,categorical,,,,Летняя,15
793410130,Шины пневматические для картов,Слойность (pr),numeric,,2.0,2.0,2,15
793410130,Шины пневматические для картов,Твёрдость,numeric,шора,62.0,62.0,62 шора,15
793410130,Шины пневматические для картов,Тип,categorical,,,,"TL, С глубоким протектором, зима",15
793410130,Шины пневматические для картов,Ширина беговой дорожки,numeric,дюйм,4.5,4.5,4.50000 дюйм,15
793410128,Шины (покрышки) и камеры для кресел-колясок,Вес,numeric,г,530.0,700.0,"700 г, 530 г",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Вид,categorical,,,,"Шины, Колеса, Шины (покрышки) и камеры для кресел-колясок",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Внутренний диаметр,numeric,мм,230.0,540.0,"540 мм, 230.00000 мм",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Высота,numeric,мм,610.0,610.0,610 мм,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Максимальная нагрузка (на одно колесо),numeric,кг,60.0,60.0,60 кг,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Материал,categorical,,,,"резина, НЕЙЛОН, бутил, Резина",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Модель,categorical,,,,"540х37-п, 24 х1 -3/8 U 37-540, Perfomance, LY-8A-250, 57-203, Камера для инвалидной коляски, 12 2/2*2, 12 (12 1/2 x 2 1/4), Шинокомплект 24""",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Назначение,categorical,,,,"ДЛЯ ЗАДНИХ КОЛЕС ИНВАЛИДНОЙ КОЛЯСКИ, Инвалидная коляска, Заднее колесо инвалидной коляски, для веломобиля, для пневматических задних колес инвалидной коляски",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Протектор,categorical,,,,HS440,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Размер,numeric,дюйм,12.0,24.0,"24 дюйм, 12",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Рекомендуемое давление,numeric,атмосфер (атм),2.8,6.0,"2.80000 атмосфер (атм), 6.0-10.0 бар, 6.0-11.0 бар",10
793410128,Шины (покрышки) и камеры для кресел-колясок,Цвет,categorical,,,,"Серый, Черный, черный",10
72095359,Одежда для взрослых форменная,Вид,categorical,,,,"Одежда для взрослых форменная, короткий, длинный, смесовая, Брюки, на пуговицах, Форменная, Короткий, на пуговицы, Длинный",345
72095359,Одежда для взрослых форменная,Воротник,categorical,,,,"отложной со стойкой, Отложной со стойкой, отложной на стойке, отложной со стойкой., английский",345
72095359,Одежда для взрослых форменная,Карман,categorical,,,,"Нагрудные, накладные карманы с клапаном на пуговице, нагрудный, нагрудные с клапанами темно-синего цвета с застежкой на пуговицу, Карманы спереди и сзади, Накладные и отлетные карманы, Многофункциональные карманы и специальный карман для инструментов, 2 накладных кармана, 2 накладных",345
72095359,Одежда для взрослых форменная,Модель,categorical,,,,"Сорочка мужская «Аэро» белая, Сорочка мужская белая, Сорочка мужская «Охранник» с длинным рукавом, Джемпер мужской форменный с накладками черный, Классическая, Блузка женская «Флекс» белая, Свитер полушерстяной, Куртка мужская «Оскар-2», Блузка женская «Флекс» голубая, Блуза женская «Инга»",345
72095359,Одежда для взрослых форменная,Плотность ткани,numeric,г/кв.м,105.0,250.0,"105 г/кв.м, 116 г/кв.м, 205 г/кв.м, 180 г/кв.м, 200 г/кв.м, 165 г/кв.м, 130 г/кв.м, 220 г/кв.м, 250 г/кв.м, 245 г/кв.м",345
72095359,Одежда для взрослых форменная,Половая принадлежность,categorical,,,,"мужской, Женский, Мужской, женский, мужской/женский, Мужская, мужская",345
72095359,Одежда для взрослых форменная,Силуэт,categorical,,,,"приталенный с вытачками на спинке, прилегающий, прямой, Прилегающий",345
72095359,Одежда для взрослых форменная,Состав,numeric,% хлопок,40.0,65.0,"60% хлопок, 65 - полиэфир, 60 - хлопок, 65- полиэфир, 40% хлопок",345
72095359,Одежда для взрослых форменная,Состав ткани,numeric,полиэфир,30.0,1103.0,"65 полиэфир, 30 шерсть, 63 хлопок, 47 бамбук, 49 хлопок, 50 хлопок, 50% шерсть мериносов, 44 шерсть, «Старлайт», 100 хлопок",345
72095359,Одежда для взрослых форменная,Цвет,categorical,,,,"белый, голубой, черный, Белый, темно-синий, Светлый хаки, темно-синий., светлый хаки, темно-серый, Темно-синий",345
72095359,Одежда для взрослых форменная,Цвет отделки,categorical,,,,"синий, темно-синий",345
72095360,Юбки женские,Вид,categorical,,,,Юбка,4
72095360,Юбки женские,Застежка,categorical,,,,потайная молния,4
72095360,Юбки женские,Модель,categorical,,,,"Юбка женская р.108/170, Юбка женская, Юбка женская «Одри», темно-синяя",4
72095360,Юбки женские,Назначение,categorical,,,,Защита от общепроизводственных загрязнений,4
72095360,Юбки женские,Плотность,numeric,гр/м2,200.0,220.0,"220 гр/м2, 200 г/кв.м",4
72095360,Юбки женские,Подкладка,categorical,,,,"С механическим стретч-эффектом, 100 полиэфир с механическим стретч-эффектом",4
72095360,Юбки женские,Пол,categorical,,,,женский,4
72095360,Юбки женские,Пояс,categorical,,,,Пояс-кокетка,4
72095360,Юбки женские,Размер,numeric,/170,108.0,108.0,108/170,4
72095360,Юбки женские,Рост,numeric,/170,88.0,92.0,"92/170, 88/158-164, 88/170",4
72095360,Юбки женские,Состав ткани,numeric,хлопок,49.0,49.0,49 хлопок,4
72095360,Юбки женские,Состав ткани верха,numeric,шерсть,44.0,44.0,44 шерсть,4
72095360,Юбки женские,Ткань верха,categorical,,,,полушерстяная костюмная,4
72095360,Юбки женские,Цвет,categorical,,,,"темно-синий, Темно-синий, белый",4
72095366,Жилеты для взрослых,В составе комплекта (костюма),categorical,,,,:0,25
72095366,Жилеты для взрослых,Вид,categorical,,,,"Жилет, Защита от механических воздействий истирания, Пуговицы, Водоотталкивающая, сигнальный, Защита от общих производственных загрязнений, Притачная",25
72095366,Жилеты для взрослых,Воротник,categorical,,,,стойка,25
72095366,Жилеты для взрослых,Модель,categorical,,,,"Жилет флисовый «Снегирь», Жилет мужской летний «Крит», Жилет мужской летний «Крит» р.48-50/170-176, Жилет мужской летний «Крит» р.64-66/182-188, Жилет мужской летний «Крит» р.48-50/182-188, Жилет мужской летний «Крит» р.64-66/170-176, Жилет мужской летний «Крит» р.60-62/170-176, Жилет мужской летний «Крит» р.60-62/182-188, Жилет женский утепленный «Лондон», Жилет мужской утепленный «Лондон»",25
72095366,Жилеты для взрослых,Наименование изделия,categorical,,,,"Жилет., Жилет",25
72095366,Жилеты для взрослых,Особенности,categorical,,,,Удлиненная спинка и кулиска по низу – дополнительная защита от ветра.,25
72095366,Жилеты для взрослых,Отделка,categorical,,,,терракотовый,25
72095366,Жилеты для взрослых,Половой признак,categorical,,,,"Мужской, Мужской., мужской, Женская",25
72095366,Жилеты для взрослых,Сигнальные элементы,categorical,,,,"кант из световозвращающего материала, световозвращающего материала",25
72095366,Жилеты для взрослых,Состав ткани,numeric,полиэфир,65.0,100.0,"65 полиэфир, 65% полиэфир, 100 полиамид %, 100% полиэфир %, полиэфир",25
72095366,Жилеты для взрослых,Тип,categorical,,,,"«Супербандмастер» смесовая, «Супербандмастер», красный цвет – трикотажный материал «Флис», 100 полиэфир, лента-липучка, 100% полиамид",25
72095366,Жилеты для взрослых,Цвет,categorical,,,,"сочетание бежевого и коричневого, Красный/черный, черный, флуоресцентный оранжевый, черный/красный, Красный, васильковый",25
72095367,Жакеты женские,Вид,categorical,,,,"Жакет, жакет, масловодоотталкивающая",35
72095367,Жакеты женские,Застежка,categorical,,,,На кнопки,35
72095367,Жакеты женские,Карманы,categorical,,,,прорезные боковые карманы с клапаном,35
72095367,Жакеты женские,Модель,categorical,,,,"Жакет женский «Бьянка-2», Жакет женский «Медик» белый с бирюзовой отделкой, Жакет женский, Жакет женский ""Медик"" /цв.белый, 1.123, Жакет женский р. 92/164, Жакет женский р. 92/170, Жакет женский р. 96/170, Жакет женский р. 108/170, Жакет женский «Одри»",35
72095367,Жакеты женские,Назначение,categorical,,,,"Защита об общепроизводственных загрязнений, Защита от общепроизводственных загрязнений",35
72095367,Жакеты женские,Описание,categorical,,,,Элегантный жакет полуприлегающего силуэта. Мягкие конструктивные линии и правильные пропорции придают изделию элегантность.,35
72095367,Жакеты женские,Отделка,categorical,,,,масловодоотталкивающая,35
72095367,Жакеты женские,Плотность,numeric,г/кв.м,115.0,220.0,"115 г/кв.м, 205 гр/м2, 220 г/кв.м, 220 гр/м2, 200 г/кв.м",35
72095367,Жакеты женские,Подкладка,numeric,полиэфир с механическим стретч-эффектом,100.0,100.0,100 полиэфир с механическим стретч-эффектом,35
72095367,Жакеты женские,Пол,categorical,,,,женский,35
72095367,Жакеты женские,Рукав,categorical,,,,"короткий, длинный",35
72095367,Жакеты женские,Состав ткани,numeric,полиэфир,44.0,65.0,"65 полиэфир, 44 шерсть, смесовая (65% полиэфир, 49 хлопок",35
72095367,Жакеты женские,Состав ткани верха,numeric,шерсть,44.0,44.0,44 шерсть,35
72095367,Жакеты женские,Ткань верха,categorical,,,,полушерстяная костюмная,35
72095367,Жакеты женские,Цвет,categorical,,,,"белый, темно-синий",35
72095368,Халаты для взрослых,Вид,categorical,,,,"Халат, Халат полуприлегающего силуэта с рельефами",56
72095368,Халаты для взрослых,Модель,categorical,,,,"Халат женский белый из ткани бязь, ТС, Халат мужской «Оскар-2», Халат женский «Кристалл» бирюзовый, Халат женский из ткани бязь, Халат мужской из ткани бязь, Халат мужской белый из ткани бязь, Халат женский бирюзовый (длинный рукав), Халат мужской из смесовой ткани, Халат женский белый из ткани бязь р. 44-46/170-176",56
72095368,Халаты для взрослых,Назначение,categorical,,,,"Для защиты от общих производственных загрязнений, для защиты от общих производственных загрязнений, для защиты от общих производственных загрязнений и механических воздействий, Не является медицинским изделием. Защита от ОПЗ",56
72095368,Халаты для взрослых,Отделка ткани,categorical,,,,с водоотталкивающей отделкой,56
72095368,Халаты для взрослых,Плотность,numeric,гр/м2,115.0,205.0,"142 гр/м2, 205 гр/м2, 115 гр/м2, 200 гр/м2",56
72095368,Халаты для взрослых,Плотность ткани,numeric,г/кв.м,115.0,200.0,"115 грамм на квадратный метр (г/м.кв.), 160 г/кв.м, 142 г/кв.м, 150 г/кв.м, 115 г/кв.м, 200 г/кв.м, 115 гр/м2",56
72095368,Халаты для взрослых,Пол,categorical,,,,"женский, мужской, Мужской",56
72095368,Халаты для взрослых,Состав ткани,numeric,хлопок %,65.0,100.0,"100 хлопок %, 65 полиэфир, бязь (100 хлопок) %, 65% полиэфир, смесовая (65% поли­эстер",56
72095368,Халаты для взрослых,Ткань,categorical,,,,"отбеленная бязь, смесовая, Бязь, бязь, смесовая с водоотталкивающей отделкой",56
72095368,Халаты для взрослых,Трикотажного полотна,categorical,,,,"Смесовая, «К-Флекс 200»",56
72095368,Халаты для взрослых,Цвет,categorical,,,,"белый, Белый, синий, бирюзовый, Синий, сиреневый, бежевый",56
72095369,Пиджаки мужские,Вид,categorical,,,,Пиджак,9
72095369,Пиджаки мужские,Застежка,categorical,,,,на три пуговицы,9
72095369,Пиджаки мужские,Карманы,categorical,,,,Два боковых кармана и один нагрудный,9
72095369,Пиджаки мужские,Модель,categorical,,,,"Куртка-пиджак мужской ""Лагонда"", Пиджак форменный мужской однобортный р 96/170, Пиджак форменный мужской однобортный р.100/176, Пиджак форменный мужской однобортный р.108/170, Пиджак форменный мужской однобортный р.108/176, Пиджак форменный мужской однобортный р.116/176, Пиджак форменный мужской однобортный р.124/182, темно-синий",9
72095369,Пиджаки мужские,Назначение,categorical,,,,защита от общих производственных загрязнений,9
72095369,Пиджаки мужские,Отделка,categorical,,,,масловодоотталкивающая,9
72095369,Пиджаки мужские,Плотность,numeric,г/кв.м,213.0,213.0,213 г/кв.м,9
72095369,Пиджаки мужские,Подкладка,categorical,,,,полиэфир с антистатической отделкой,9
72095369,Пиджаки мужские,Рост,numeric,/170,96.0,128.0,"96/170, 100/176, 108/170, 108/176, 116/176, 124/182, 120/170-176, 128/182-188, 104/170",9
72095369,Пиджаки мужские,Состав ткани,numeric,% хлопок,40.0,40.0,40% хлопок,9
72095369,Пиджаки мужские,Состав ткани верха,numeric,шерсть,51.0,51.0,51 шерсть,9
72095369,Пиджаки мужские,Ткань,categorical,,,,«Лагонда-Е»,9
72095369,Пиджаки мужские,Ткань верха,categorical,,,,полушерстяная,9
72095369,Пиджаки мужские,Цвет,categorical,,,,темно-синий,9
