category_id,category_name,characteristic,total_items
793410132,Шины пневматические для мотоциклов,Тип: бескамерная (TL),50
793410132,Шины пневматические для мотоциклов,Диагональная: D,50
793284937,Шины сплошные и полупневматические,Вид: Шины сплошные и полупневматические,10
793284937,Шины сплошные и полупневматические,Вид: Сплошная (Цельнолитая),10
793284937,Шины сплошные и полупневматические,Вид: Шины,10
793284937,Шины сплошные и полупневматические,Вид: Колеса,10
793284937,Шины сплошные и полупневматические,Сезонность: Всесезонная,10
793284937,Шины сплошные и полупневматические,Исполнение цельнолитой шины: Без бурта,10
793284937,Шины сплошные и полупневматические,Тип конструкции: Диагональные,10
793284937,Шины сплошные и полупневматические,Диаметр посадочный: 9.00000 дюйм,10
793284937,Шины сплошные и полупневматические,Способ герметизации шины: Бескамерные,10
793284937,Шины сплошные и полупневматические,Индекс нагрузки: 2120.00000,10
793284937,Шины сплошные и полупневматические,Максимальная нагрузка: 2755.00000 кг,10
793284937,Шины сплошные и полупневматические,Модель: Optima 2LAYER STD / TR,10
793284937,Шины сплошные и полупневматические,Радиус: 21.00000 дюйм,10
793284937,Шины сплошные и полупневматические,Модель: Шина цельнолитая 5,10
793284937,Шины сплошные и полупневматические,Модель: 275/40R19 105V XL Winter SottoZero 3 Run Flat,10
793360559,Шины пневматические для автобусов,Вид: Шины пневматические для автобусов,44
793360559,Шины пневматические для автобусов,Тип конструкции: Радиальная,44
793360559,Шины пневматические для автобусов,Вид: Шины,44
793360559,Шины пневматические для автобусов,Вид: Колеса,44
793360559,Шины пневматические для автобусов,Способ герметизации шины: Бескамерная,44
793360559,Шины пневматические для автобусов,Диаметр посадочный: 16.00000 дюйм,44
793360559,Шины пневматические для автобусов,Назначение шины: Легкая грузовая,44
793360559,Шины пневматические для автобусов,Отношение профиля: 75.00000 %,44
793360559,Шины пневматические для автобусов,Категория использования: Зимняя,44
793360559,Шины пневматические для автобусов,Индекс скорости: R,44
793360559,Шины пневматические для автобусов,Ширина профиля: 215.00000 мм,44
793360559,Шины пневматические для автобусов,Категория использования: Всесезонная,44
793360559,Шины пневматические для автобусов,Индекс нагрузки: 104.00000,44
793360559,Шины пневматические для автобусов,Категория использования: Дорожная,44
793360559,Шины пневматические для автобусов,Категория использования: Универсальная,44
793410130,Шины пневматические для картов,Максимальная скорость: 150 км/час,15
793410130,Шины пневматические для картов,Твёрдость: 62 шора,15
793410130,Шины пневматические для картов,Вид: Шины пневматические для картов,15
793410130,Шины пневматические для картов,Допускаемая нагрузка: 60 кгс,15
793410130,Шины пневматические для картов,Вид: Шины,15
793410130,Шины пневматические для картов,Вид: Колеса,15
793410130,Шины пневматические для картов,Сезонность: Летняя,15
793410130,Шины пневматические для картов,Диаметр колеса: 10.00000 дюйм,15
793410130,Шины пневматические для картов,Тип: С глубоким протектором,15
793410130,Шины пневматические для картов,Ширина беговой дорожки: 4.50000 дюйм,15
793410130,Шины пневматические для картов,Размер шины: 145/70-6,15
793410130,Шины пневматические для картов,Слойность (pr): 2,15
793410130,Шины пневматические для картов,Вес (кг): 1.59000 кг,15
793410130,Шины пневматические для картов,Модель: P319,15
793410130,Шины пневматические для картов,Высота: 450 мм,15
793410128,Шины (покрышки) и камеры для кресел-колясок,Внутренний диаметр: 540 мм,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Высота: 610 мм,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Размер: 24 дюйм,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Максимальная нагрузка (на одно колесо): 60 кг,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Материал: НЕЙЛОН,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Назначение: ДЛЯ ЗАДНИХ КОЛЕС ИНВАЛИДНОЙ КОЛЯСКИ,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Модель: 540х37-п,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Вид: Шины (покрышки) и камеры для кресел-колясок,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Вес: 700 г,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Материал: резина,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Цвет: Серый,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Вид: Шины,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Вид: Колеса,10
793410128,Шины (покрышки) и камеры для кресел-колясок,Рекомендуемое давление: 2.80000 атмосфер (атм),10
793410128,Шины (покрышки) и камеры для кресел-колясок,Протектор: HS440,10
72095359,Одежда для взрослых форменная,Вид: Одежда для взрослых форменная,345
72095359,Одежда для взрослых форменная,Воротник: отложной со стойкой,345
72095359,Одежда для взрослых форменная,Вид: короткий,345
72095359,Одежда для взрослых форменная,Плотность ткани: 105 г/кв.м,345
72095359,Одежда для взрослых форменная,Половая принадлежность: мужской,345
72095359,Одежда для взрослых форменная,Цвет: голубой,345
72095359,Одежда для взрослых форменная,Силуэт: приталенный с вытачками на спинке,345
72095359,Одежда для взрослых форменная,Состав: 60% хлопок,345
72095359,Одежда для взрослых форменная,Модель: Сорочка мужская «Аэро» белая,345
72095359,Одежда для взрослых форменная,Карман: Нагрудные,345
72095359,Одежда для взрослых форменная,Модель: Сорочка мужская «Охранник» с длинным рукавом,345
72095359,Одежда для взрослых форменная,Состав: 65 - полиэфир,345
72095359,Одежда для взрослых форменная,Вид: смесовая,345
72095359,Одежда для взрослых форменная,Цвет отделки: синий,345
72095359,Одежда для взрослых форменная,Состав ткани: 30 шерсть,345
72095360,Юбки женские,Застежка: потайная молния,4
72095360,Юбки женские,Вид: Юбка,4
72095360,Юбки женские,Состав ткани верха: 44 шерсть,4
72095360,Юбки женские,Модель: Юбка женская р.108/170,4
72095360,Юбки женские,Подкладка: С механическим стретч-эффектом,4
72095360,Юбки женские,Пояс: Пояс-кокетка,4
72095360,Юбки женские,Модель: темно-синяя,4
72095360,Юбки женские,Размер: 108/170,4
72095360,Юбки женские,Цвет: темно-синий,4
72095360,Юбки женские,Плотность: 220 гр/м2,4
72095360,Юбки женские,Ткань верха: полушерстяная костюмная,4
72095360,Юбки женские,Назначение: Защита от общепроизводственных загрязнений,4
72095360,Юбки женские,Рост: 88/170,4
72095360,Юбки женские,Состав ткани: 49 хлопок,4
72095360,Юбки женские,Пол: женский,4
72095366,Жилеты для взрослых,Вид: Жилет,25
72095366,Жилеты для взрослых,Модель: Жилет флисовый «Снегирь»,25
72095366,Жилеты для взрослых,Особенности: Удлиненная спинка и кулиска по низу – дополнительная защита от ветра.,25
72095366,Жилеты для взрослых,Цвет: сочетание бежевого и коричневого,25
72095366,Жилеты для взрослых,Цвет: Красный/черный,25
72095366,Жилеты для взрослых,Отделка: терракотовый,25
72095366,Жилеты для взрослых,Тип: «Супербандмастер» смесовая,25
72095366,Жилеты для взрослых,В составе комплекта (костюма): :0,25
72095366,Жилеты для взрослых,Вид: Защита от механических воздействий истирания,25
72095366,Жилеты для взрослых,Воротник: стойка,25
72095366,Жилеты для взрослых,Наименование изделия: Жилет.,25
72095366,Жилеты для взрослых,Половой признак: Мужской.,25
72095366,Жилеты для взрослых,Сигнальные элементы: кант из световозвращающего материала,25
72095366,Жилеты для взрослых,Модель: Жилет мужской летний «Крит»,25
72095366,Жилеты для взрослых,Состав ткани: 65 полиэфир,25
72095367,Жакеты женские,Вид: Жакет,35
72095367,Жакеты женские,Плотность: 115 г/кв.м,35
72095367,Жакеты женские,Состав ткани: 65 полиэфир,35
72095367,Жакеты женские,Застежка: На кнопки,35
72095367,Жакеты женские,Назначение: Защита об общепроизводственных загрязнений,35
72095367,Жакеты женские,Модель: Жакет женский «Бьянка-2»,35
72095367,Жакеты женские,Цвет: белый,35
72095367,Жакеты женские,Подкладка: 100 полиэфир с механическим стретч-эффектом,35
72095367,Жакеты женские,Состав ткани верха: 44 шерсть,35
72095367,Жакеты женские,Ткань верха: полушерстяная костюмная,35
72095367,Жакеты женские,Отделка: масловодоотталкивающая,35
72095367,Жакеты женские,Пол: женский,35
72095367,Жакеты женские,Рукав: длинный,35
72095367,Жакеты женские,Карманы: прорезные боковые карманы с клапаном,35
72095367,Жакеты женские,Описание: Элегантный жакет полуприлегающего силуэта. Мягкие конструктивные линии и правильные пропорции придают изделию элегантность.,35
72095368,Халаты для взрослых,Вид: Халат,56
72095368,Халаты для взрослых,Назначение: Для защиты от общих производственных загрязнений,56
72095368,Халаты для взрослых,Плотность: 142 гр/м2,56
72095368,Халаты для взрослых,Состав ткани: 100 хлопок %,56
72095368,Халаты для взрослых,Ткань: отбеленная бязь,56
72095368,Халаты для взрослых,Модель: Халат женский белый из ткани бязь,56
72095368,Халаты для взрослых,Пол: женский,56
72095368,Халаты для взрослых,Отделка ткани: с водоотталкивающей отделкой,56
72095368,Халаты для взрослых,Модель: ТС,56
72095368,Халаты для взрослых,Цвет: белый,56
72095368,Халаты для взрослых,Состав ткани: 65 полиэфир,56
72095368,Халаты для взрослых,Плотность ткани: 115 грамм на квадратный метр (г/м.кв.),56
72095368,Халаты для взрослых,Ткань: смесовая,56
72095368,Халаты для взрослых,Трикотажного полотна: Смесовая,56
72095368,Халаты для взрослых,Вид: Халат полуприлегающего силуэта с рельефами,56
72095369,Пиджаки мужские,Застежка: на три пуговицы,9
72095369,Пиджаки мужские,Карманы: Два боковых кармана и один нагрудный,9
72095369,Пиджаки мужские,Подкладка: полиэфир с антистатической отделкой,9
72095369,Пиджаки мужские,Плотность: 213 г/кв.м,9
72095369,Пиджаки мужские,Состав ткани верха: 51 шерсть,9
72095369,Пиджаки мужские,Ткань верха: полушерстяная,9
72095369,Пиджаки мужские,Вид: Пиджак,9
72095369,Пиджаки мужские,Отделка: масловодоотталкивающая,9
72095369,Пиджаки мужские,Цвет: темно-синий,9
72095369,Пиджаки мужские,"Модель: Куртка-пиджак мужской ""Лагонда""",9
72095369,Пиджаки мужские,Назначение: защита от общих производственных загрязнений,9
72095369,Пиджаки мужские,Состав ткани: 40% хлопок,9
72095369,Пиджаки мужские,Ткань: «Лагонда-Е»,9
72095369,Пиджаки мужские,Рост: 108/176,9
72095370,Футболки трикотажные для взрослых,Вид: Футболка,433
72095370,Футболки трикотажные для взрослых,Рукав: короткий,433
72095370,Футболки трикотажные для взрослых,Плотность: 180 гр/м2,433
72095370,Футболки трикотажные для взрослых,Назначение: Подходит как для работы,433
72095370,Футболки трикотажные для взрослых,Состав: 100 хлопок %,433
72095370,Футболки трикотажные для взрослых,Застежка: на 3 пуговицы,433
72095370,Футболки трикотажные для взрослых,Силуэт: прямой,433
72095370,Футболки трикотажные для взрослых,Застежка: пуговицы,433
72095370,Футболки трикотажные для взрослых,Воротник: отложной воротничок укреплен тесьмой,433
72095370,Футболки трикотажные для взрослых,Модель: Сорочка с воротником «Поло» длинный рукав,433
72095370,Футболки трикотажные для взрослых,Воротник: отложной,433
72095370,Футболки трикотажные для взрослых,Цвет: васильковый,433
72095370,Футболки трикотажные для взрослых,Длина рукава: короткий,433
72095370,Футболки трикотажные для взрослых,Вырез горловины: круглый,433
72095370,Футболки трикотажные для взрослых,Силуэт: полуприлегающий,433
72095373,Плащи для взрослых,Плотность: 225 гр/м2,8
72095373,Плащи для взрослых,Застежка: застежкой на двухзамковую молнию с клапаном против ветра,8
72095373,Плащи для взрослых,Вид: Плащ,8
72095373,Плащи для взрослых,Ткань: 100 полиэфир с ПВХ-покрытием с изнаночной стороны %,8
72095373,Плащи для взрослых,Цвет: темно-синий,8
72095373,Плащи для взрослых,Капюшон: наличие,8
72095373,Плащи для взрослых,Назначение: для защиты от воды,8
72095373,Плащи для взрослых,Покрытие: ПВХ-покрытие с изнаночной стороны,8
72095373,Плащи для взрослых,Особенности: швы проклеены специальной лентой,8
72095373,Плащи для взрослых,Рост: 52-54/170-176,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Поверхность: чешуйчатая,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Покрытие: натуральный каучук,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Особенности модели: Универсальные перчатки. Имеют специальную обработку для уменьшения риска аллергических реакций. Благодаря небольшой толщине обеспечивают превосходную чувствительность.,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Область применения: хозяйственные работы с моющими средствами,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Материал: хлопковое напыление,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Манжета перчатки: прямая,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Длина: 290 мм,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Модель: Перчатки Ansell AlphaTec® 87-190 (Альфатек/Эконохэндс),8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Цвет: желтый,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Вид: Смотровые,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Материал: Латекс,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Размер: 8,8
72105483,"Перчатки смотровые/процедурные из латекса гевеи, неопудренные, нестерильные",Материал: латесные,8
137004434,Фартуки кухонные,Рост: 92-104/170-176,3
137004434,Фартуки кухонные,Защитные свойства: от общих производственных загрязнений,3
137004434,Фартуки кухонные,Ширина (без завязок): 111 см,3
137004434,Фартуки кухонные,Модель: Фартук мужской тип Б,3
137004434,Фартуки кухонные,Вид: Фартуки кухонные,3
137004434,Фартуки кухонные,Вид: фартук,3
137004434,Фартуки кухонные,Модель: белый р.92-104/170-176,3
137004434,Фартуки кухонные,Длина: 85 см,3
137004434,Фартуки кухонные,Ткань: 100 хлопок %,3
137004434,Фартуки кухонные,Половая принадлежность: Мужской,3
137004434,Фартуки кухонные,Состав ткани: 65 полиэфир,3
137004434,Фартуки кухонные,Цвет: Белый,3
137004434,Фартуки кухонные,Цвет: синий,3
137004762,Шорты для взрослых,Боковые карманы: 2 шт,3
137004762,Шорты для взрослых,Задние карманы с клапаном: 2 шт,3
137004762,Шорты для взрослых,Материал: 98% хлопок,3
137004762,Шорты для взрослых,Петля для крепления пропуска: 1 шт,3
137004762,Шорты для взрослых,Петля для ручного инструмента: 1 шт,3
137004762,Шорты для взрослых,Вид: Шорты для взрослых,3
137004762,Шорты для взрослых,Модель: Шорты-бриджи,3
137004762,Шорты для взрослых,Тип: Смесовая,3
137004762,Шорты для взрослых,Половой признак: Мужские,3
137004762,Шорты для взрослых,Российский размер: 88-92,3
137004762,Шорты для взрослых,Рост: 182-188,3
137004762,Шорты для взрослых,Цвет: Черный,3
137004762,Шорты для взрослых,Российский размер: 96-100,3
137004762,Шорты для взрослых,Рост: 158-164,3
137008502,Гели для ухода за кожей лица,Артикул: 10100,1
137008502,Гели для ухода за кожей лица,Действие: Придает коже ощущение чистоты,1
137008502,Гели для ухода за кожей лица,Объем: 0.00000 см[3*],1
137008502,Гели для ухода за кожей лица,Модель: «Гарда Премиум Профи Клин» очищающий гель для тела и шампунь для волос 2в1,1
137008502,Гели для ухода за кожей лица,Вид: бутыль с помпой-дозатором,1
137009272,Кремы для рук,Срок хранения: 36 мес,5
137009272,Кремы для рук,Объем: 100 миллилитр,5
137009272,Кремы для рук,Активные ингредиенты: кора черной ивы,5
137009272,Кремы для рук,Назначение: Крем защищает кожу от неблагоприятных погодных условий,5
137009272,Кремы для рук,Особенности: Время действия не менее 4 часов.,5
137009272,Кремы для рук,Применение: За 15 минут до выхода на улицу нанести на сухую чистую кожу 0,5
137009272,Кремы для рук,Торговая марка: Гарда,5
137009272,Кремы для рук,Вид: Средства для ухода за кожей,5
137009272,Кремы для рук,Вид: Кремы для рук,5
137009272,Кремы для рук,Условия хранения: Температура хранения: -20…+25 °С. Допускается заморозка более шести раз.,5
137009272,Кремы для рук,Основные ингредиенты: Очищающая паста с комбинированными натуральными абразивными гранулами,5
137009272,Кремы для рук,Способ применения: Не добавляя воды,5
137009272,Кремы для рук,Модель: «Триада Скраб клин» паста для кожи очищающая от устойчивых загрязнений с натуральным абразивом (200 мл),5
137009272,Кремы для рук,Тип: Регенерирующий,5
137009272,Кремы для рук,Способ применения: После окончания работ нанести 0,5
793142263,Одежда специальная для защиты от воды,Вид: Одежда специальная для защиты от воды,148
793142263,Одежда специальная для защиты от воды,Плотность: 225 гр/м2,148
793142263,Одежда специальная для защиты от воды,Класс защиты одежды: 2 (водоупорная),148
793142263,Одежда специальная для защиты от воды,Половая принадлежность: Мужской,148
793142263,Одежда специальная для защиты от воды,Водонепроницаемость: 6000 мм,148
793142263,Одежда специальная для защиты от воды,Состав ткани: полиамид 100 %,148
793142263,Одежда специальная для защиты от воды,Цвет: лимонный с васильковым,148
793142263,Одежда специальная для защиты от воды,Модель: Сигнальная куртка- ветровка,148
793142263,Одежда специальная для защиты от воды,М2: 300.00000,148
793142263,Одежда специальная для защиты от воды,Вид: Куртка,148
793142263,Одежда специальная для защиты от воды,Цвет: темно-синий,148
793142263,Одежда специальная для защиты от воды,Модель: Плащ влагозащитный ПВХ Extra Vision WPL флуоресцентный оранжевый,148
793142263,Одежда специальная для защиты от воды,Материал: плащевая ткань,148
793142263,Одежда специальная для защиты от воды,Светоотражающий элемент: Световозвращающая лента,148
793142263,Одежда специальная для защиты от воды,Цвет: флуоресцентный оранжевый,148
793142372,Одежда специальная для защиты от растворов кислот,Вид: Одежда специальная для защиты от растворов кислот,34
793142372,Одежда специальная для защиты от растворов кислот,Карманы: Боковые накладные карманы,34
793142372,Одежда специальная для защиты от растворов кислот,Состав ткани: 100 полиэфир,34
793142372,Одежда специальная для защиты от растворов кислот,Рукава: Рукава с локтевым швом для свободы движений и манжетами на пуговицах,34
793142372,Одежда специальная для защиты от растворов кислот,В составе комплекта (костюма): Куртка + брюки + берет,34
793142372,Одежда специальная для защиты от растворов кислот,Защита от кислот: от 50 до 80 (по серной кислоте) – К80 %,34
793142372,Одежда специальная для защиты от растворов кислот,Застежка: Куртка с потайной застежкой на пуговицы и липучку на воротнике-стойке,34
793142372,Одежда специальная для защиты от растворов кислот,Световозвращающий материал: лента шириной 5,34
793142372,Одежда специальная для защиты от растворов кислот,Материал: полиэфир 100% с ПВХ-покрытием,34
793142372,Одежда специальная для защиты от растворов кислот,М2: 500,34
793142372,Одежда специальная для защиты от растворов кислот,Цвет: темно-синий,34
793142372,Одежда специальная для защиты от растворов кислот,Половая принадлежность: Мужской,34
793142372,Одежда специальная для защиты от растворов кислот,"Модель: Костюм муж. ""Ликвидатор""",34
793142372,Одежда специальная для защиты от растворов кислот,Модель: Костюм женский летний «Химик»,34
793142372,Одежда специальная для защиты от растворов кислот,Застежка: 6 пластмассовых шпеньков (типа «пукля») для застежки,34
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Вид: Костюмы защитные легкие для защиты от радиационной пыли,24
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Защита от воздействия водных растворов кислот и щелочей при концентрации: до 30–40 %,24
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Материал: полипропилен,24
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Модель: Комбинезон защитный INVICTA модель Rumax (арт. 701),24
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Цвет: белый,24
793142482,"Костюмы защитные легкие для защиты от радиационной пыли, химических и бактериологических воздействий",Плотность материала: 65.00000 гр/м2,24
