category_id,characteristic,total_items,sample_item_ids
793286151,характеристика: россия,2925,"37596846, 36149946, 35776058"
793286151,характеристика: runflat,2925,"37596846, 36149946, 35776058"
793286151,Нет: категория использова,2925,"37596846, 36149946, 35776058"
793286151,Да: номинальная ширина п,2925,"37596846, 36149946, 35776058"
793286151,Вид: шины покрышки и камеры резиновые виды за,2925,"37596846, 36149946, 35776058"
793286151,характеристика: китай,2925,"37596846, 36149946, 35776058"
793286151,Вид: транспортные средства запасные части,2925,"37596846, 36149946, 35776058"
793286151,Назначение: пневматических шин легковой автомобил,2925,"37596846, 36149946, 35776058"
793286151,Вид: продукции товары вид товаров транс,2925,"37596846, 36149946, 35776058"
793286151,Категория: использования шины зимняя назначение,2925,"37596846, 36149946, 35776058"
793286151,характеристика: ice,2925,"37596846, 36149946, 35776058"
793286151,характеристика: nordman,2925,"37596846, 36149946, 35776058"
793286151,характеристика: suv,2925,"37596846, 36149946, 35776058"
793286151,характеристика: nokian,2925,"37596846, 36149946, 35776058"
793286151,характеристика: корея,2925,"37596846, 36149946, 35776058"
793360561,характеристика: россия,675,"38724424, 21146841, 36265661"
793360561,Вид: ы шин пневматических для грузовых автомо,675,"38724424, 21146841, 36265661"
793360561,Вид: шины покрышки и камеры резиновые виды за,675,"38724424, 21146841, 36265661"
793360561,Вид: транспортные средства запасные части,675,"38724424, 21146841, 36265661"
793360561,Вид: продукции товары вид товаров транс,675,"38724424, 21146841, 36265661"
793360561,характеристика: китай,675,"38724424, 21146841, 36265661"
793360561,Нет: номинальная ширина п,675,"38724424, 21146841, 36265661"
793360561,Тип: грузовых шин универсальные тип констр,675,"38724424, 21146841, 36265661"
793360561,Вид: товаров транспортные средства вид тра,675,"38724424, 21146841, 36265661"
793360561,Тип: рисунка дорожный тип рисунка протекто,675,"38724424, 21146841, 36265661"
793360561,Категория: использования шины всесезонная наличи,675,"38724424, 21146841, 36265661"
793360561,Вид: шины по назначению легкая грузовая ин,675,"38724424, 21146841, 36265661"
793360561,Материал: ов и запасных частей для них,675,"38724424, 21146841, 36265661"
793360561,Тип: рисунка дорожный вид продукции тов,675,"38724424, 21146841, 36265661"
793360561,Тип: конструкции радиальная вид продукции,675,"38724424, 21146841, 36265661"
793410132,характеристика: китай,50,"35994243, 18302690, 34819558"
793410132,характеристика: kenda,50,"35994243, 18302690, 34819558"
793410132,Вид: товаров транспортные средства вид про,50,"35994243, 18302690, 34819558"
793410132,Вид: шины покрышки и камеры резиновые вид тра,50,"35994243, 18302690, 34819558"
793410132,Вид: ы запасных частей для транспортных средс,50,"35994243, 18302690, 34819558"
793410132,характеристика: япония,50,"35994243, 18302690, 34819558"
793410132,характеристика: mitas,50,"35994243, 18302690, 34819558"
793410132,характеристика: tr4,50,"35994243, 18302690, 34819558"
793410132,Модель: mitas,50,"35994243, 18302690, 34819558"
793410132,характеристика: резина,50,"35994243, 18302690, 34819558"
793410132,характеристика: россия,50,"35994243, 18302690, 34819558"
793410132,характеристика: германия,50,"35994243, 18302690, 34819558"
793410132,характеристика: battlax,50,"35994243, 18302690, 34819558"
793410132,характеристика: dunlop,50,"35994243, 18302690, 34819558"
793410132,Модель: dunlop,50,"35994243, 18302690, 34819558"
793284937,Вид: шин покрышек и камер резиновых шины с,10,"35882246, 35124879, 38291534"
793284937,характеристика: std,10,"35882246, 35124879, 38291534"
793284937,характеристика: bkt,10,"35882246, 35124879, 38291534"
793284937,характеристика: индия,10,"35882246, 35124879, 38291534"
793284937,Вид: транспортные средства запасные части,10,"35882246, 35124879, 38291534"
793284937,Вид: продукции товары вид товаров транс,10,"35882246, 35124879, 38291534"
793284937,Тип: конструкции полупневматических шин ди,10,"35882246, 35124879, 38291534"
793284937,характеристика: maglift,10,"35882246, 35124879, 38291534"
793284937,Вид: шины сплошная цельнолитая индекс на,10,"35882246, 35124879, 38291534"
793284937,Вид: товаров транспортные средства вид,10,"35882246, 35124879, 38291534"
793284937,Вид: ы запасных частей для транспортных средс,10,"35882246, 35124879, 38291534"
793284937,характеристика: 8 дюйм,10,"35882246, 35124879, 38291534"
793284937,характеристика: optima,10,"35882246, 35124879, 38291534"
793284937,Модель: optima,10,"35882246, 35124879, 38291534"
793284937,Тип: рисунка индустриальный вид товаров,10,"35882246, 35124879, 38291534"
793360559,Вид: ы шин пневматических для грузовых автомо,44,"37942743, 39027991, 38733873"
793360559,Вид: шины покрышки и камеры резиновые виды за,44,"37942743, 39027991, 38733873"
793360559,характеристика: россия,44,"37942743, 39027991, 38733873"
793360559,Тип: конструкции радиальная вид продукции,44,"37942743, 39027991, 38733873"
793360559,Вид: товаров транспортные средства вид тра,44,"37942743, 39027991, 38733873"
793360559,Да: номинальная ширина п,44,"37942743, 39027991, 38733873"
793360559,характеристика: китай,44,"37942743, 39027991, 38733873"
793360559,Вид: транспортные средства запасные части,44,"37942743, 39027991, 38733873"
793360559,Категория: использования шины зимняя назначение,44,"37942743, 39027991, 38733873"
793360559,Вид: продукции товары вид товаров транс,44,"37942743, 39027991, 38733873"
793360559,Назначение: шины легкая грузовая наличие логотипа,44,"37942743, 39027991, 38733873"
793360559,характеристика: van,44,"37942743, 39027991, 38733873"
793360559,характеристика: winter,44,"37942743, 39027991, 38733873"
793360559,Материал: ов и запасных частей для них,44,"37942743, 39027991, 38733873"
793360559,характеристика: grip,44,"37942743, 39027991, 38733873"
793410130,характеристика: китай,15,"36581664, 35888731, 38698711"
793410130,характеристика: bxdxd,15,"36581664, 35888731, 38698711"
793410130,характеристика: россия,15,"36581664, 35888731, 38698711"
793410130,Вид: шины покрышки и камеры резиновые виды за,15,"36581664, 35888731, 38698711"
793410130,характеристика: 5 дюйм,15,"36581664, 35888731, 38698711"
793410130,Вид: транспортные средства запасные части,15,"36581664, 35888731, 38698711"
793410130,Вид: продукции товары вид товаров транс,15,"36581664, 35888731, 38698711"
793410130,характеристика: ekka,15,"36581664, 35888731, 38698711"
793410130,Тип: tl тип рисунка протектора с глубоким,15,"36581664, 35888731, 38698711"
793410130,характеристика: at225,15,"36581664, 35888731, 38698711"
793410130,характеристика: 225 г,15,"36581664, 35888731, 38698711"
793410130,Назначение: для каретных колес сезонность летняя,15,"36581664, 35888731, 38698711"
793410130,Вес: 225 г,15,"36581664, 35888731, 38698711"
793410130,Модель: at225,15,"36581664, 35888731, 38698711"
793410130,характеристика: корея,15,"36581664, 35888731, 38698711"
793410128,характеристика: резина,10,"34738192, 34260488, 36755388"
793410128,характеристика: китай,10,"34738192, 34260488, 36755388"
793410128,характеристика: германия,10,"34738192, 34260488, 36755388"
793410128,характеристика: черный,10,"34738192, 34260488, 36755388"
793410128,характеристика: 24 дюйм,10,"34738192, 34260488, 36755388"
793410128,характеристика: серый,10,"34738192, 34260488, 36755388"
793410128,Размер: 24,10,"34738192, 34260488, 36755388"
793410128,Назначение: для задних колес инвалидной коляски моде,10,"34738192, 34260488, 36755388"
793410128,Материал: нейлон назначение,10,"34738192, 34260488, 36755388"
793410128,Вид: шин покрышек и камер резиновых шины,10,"34738192, 34260488, 36755388"
793410128,Вид: транспортные средства запасные части,10,"34738192, 34260488, 36755388"
793410128,Вид: продукции товары вид товаров транс,10,"34738192, 34260488, 36755388"
793410128,характеристика: россия,10,"34738192, 34260488, 36755388"
793410128,Модель: 24,10,"34738192, 34260488, 36755388"
793410128,Назначение: инвалидная коляска цвет серый размер,10,"34738192, 34260488, 36755388"
72095359,характеристика: россия,345,"34909083, 35761769, 35161218"
72095359,характеристика: хлопок,345,"34909083, 35761769, 35161218"
72095359,характеристика: .м,345,"34909083, 35761769, 35161218"
72095359,Вид: ы одежды включая форменную головных уб,345,"34909083, 35761769, 35161218"
72095359,Вид: продукции товары вид товаров одежд,345,"34909083, 35761769, 35161218"
72095359,характеристика: белый,345,"34909083, 35761769, 35161218"
72095359,характеристика: синий,345,"34909083, 35761769, 35161218"
72095359,характеристика: шерсть,345,"34909083, 35761769, 35161218"
72095359,Вид: рукава короткий силуэт приталенный,345,"34909083, 35761769, 35161218"
72095359,Цвет: белый размер рост,345,"34909083, 35761769, 35161218"
72095359,Цвет: отделки,345,"34909083, 35761769, 35161218"
72095359,Вид: рукава длинный цвет отделки синий,345,"34909083, 35761769, 35161218"
72095359,Вид: застежки на пуговицах вид ткани см,345,"34909083, 35761769, 35161218"
72095359,Цвет: белый модель,345,"34909083, 35761769, 35161218"
72095359,Цвет: светлый хаки отделка,345,"34909083, 35761769, 35161218"
72095366,Вид: ы одежды включая форменную головных уб,25,"24382164, 18037800, 37248981"
72095366,характеристика: россия,25,"24382164, 18037800, 37248981"
72095366,характеристика: черный,25,"24382164, 18037800, 37248981"
72095366,характеристика: хлопок,25,"24382164, 18037800, 37248981"
72095366,Цвет: сочетание бежевого и,25,"24382164, 18037800, 37248981"
72095366,Вид: продукции товары вид товаров одежд,25,"24382164, 18037800, 37248981"
72095366,Наличие: дополнительных издел,25,"24382164, 18037800, 37248981"
72095366,Вид: защиты защита от механических воздейс,25,"24382164, 18037800, 37248981"
72095366,Тип: ткани супербандмастер смесовая цвет,25,"24382164, 18037800, 37248981"
72095366,Цвет: красный черный модел,25,"24382164, 18037800, 37248981"
72095366,Материал: а состав ткани,25,"24382164, 18037800, 37248981"
72095366,Назначение: для защиты от общих производственных заг,25,"24382164, 18037800, 37248981"
72095366,характеристика: оранжевый,25,"24382164, 18037800, 37248981"
72095366,Размер: 48,25,"24382164, 18037800, 37248981"
72095366,Материал: а половой признак,25,"24382164, 18037800, 37248981"
72095367,Вид: ы одежды включая форменную головных уб,35,"18547321, 20807720, 25561800"
72095367,Цвет: белый отделка,35,"18547321, 20807720, 25561800"
72095367,характеристика: хлопок,35,"18547321, 20807720, 25561800"
72095367,характеристика: белый,35,"18547321, 20807720, 25561800"
72095367,характеристика: .м,35,"18547321, 20807720, 25561800"
72095367,характеристика: россия,35,"18547321, 20807720, 25561800"
72095367,Вид: продукции товары вид товаров одежд,35,"18547321, 20807720, 25561800"
72095367,характеристика: шерсть,35,"18547321, 20807720, 25561800"
72095367,характеристика: синий,35,"18547321, 20807720, 25561800"
72095367,Назначение: защита об общепроизводственных загрязнен,35,"18547321, 20807720, 25561800"
72095367,Цвет: темно-синий вид прод,35,"18547321, 20807720, 25561800"
72095367,Вид: отделки масловодоотталкивающая карман,35,"18547321, 20807720, 25561800"
72095367,Цвет: темно-синий модель,35,"18547321, 20807720, 25561800"
72095367,характеристика: 2 м,35,"18547321, 20807720, 25561800"
72095367,Размер: 46,35,"18547321, 20807720, 25561800"
72095368,характеристика: хлопок,56,"18230080, 20148600, 36744157"
72095368,Вид: ы одежды включая форменную головных уб,56,"18230080, 20148600, 36744157"
72095368,характеристика: белый,56,"18230080, 20148600, 36744157"
72095368,характеристика: россия,56,"18230080, 20148600, 36744157"
72095368,Цвет: белый модель,56,"18230080, 20148600, 36744157"
72095368,характеристика: .м,56,"18230080, 20148600, 36744157"
72095368,характеристика: синий,56,"18230080, 20148600, 36744157"
72095368,Назначение: для защиты от общих производственных заг,56,"18230080, 20148600, 36744157"
72095368,Вид: продукции товары вид товаров одежд,56,"18230080, 20148600, 36744157"
72095368,Цвет: белый вид продукции,56,"18230080, 20148600, 36744157"
72095368,Цвет: белый отделка,56,"18230080, 20148600, 36744157"
72095368,характеристика: 35 в,56,"18230080, 20148600, 36744157"
72095368,Цвет: бирюзовый модель,56,"18230080, 20148600, 36744157"
72095368,Тип: ткани трикотажного полотна смесовая ц,56,"18230080, 20148600, 36744157"
72095368,Вид: а изделия халат полуприлегающего силу,56,"18230080, 20148600, 36744157"
72095369,характеристика: синий,9,"35187122, 35187126, 35187097"
72095369,характеристика: шерсть,9,"35187122, 35187126, 35187097"
72095369,характеристика: .м,9,"35187122, 35187126, 35187097"
72095369,характеристика: россия,9,"35187122, 35187126, 35187097"
72095369,Вид: ы одежды включая форменную головных уб,9,"35187122, 35187126, 35187097"
72095369,Цвет: темно-синий вид прод,9,"35187122, 35187126, 35187097"
72095369,Вид: продукции товары вид товаров одежд,9,"35187122, 35187126, 35187097"
72095369,характеристика: хлопок,9,"35187122, 35187126, 35187097"
72095369,Цвет: темно-синий модель,9,"35187122, 35187126, 35187097"
72095369,характеристика: lycra,9,"35187122, 35187126, 35187097"
72095369,Назначение: защита от общих производственных загрязн,9,"35187122, 35187126, 35187097"
72095369,Цвет: темно-синий карманы,9,"35187122, 35187126, 35187097"
72095370,характеристика: хлопок,433,"34831918, 34940487, 38896855"
72095370,Вид: ы одежды включая форменную головных уб,433,"34831918, 34940487, 38896855"
72095370,Назначение: подходит как для работы так и для повсед,433,"34831918, 34940487, 38896855"
72095370,характеристика: синий,433,"34831918, 34940487, 38896855"
72095370,характеристика: россия,433,"34831918, 34940487, 38896855"
72095370,Вид: продукции товары вид товаров одежд,433,"34831918, 34940487, 38896855"
72095370,характеристика: серый,433,"34831918, 34940487, 38896855"
72095370,характеристика: черный,433,"34831918, 34940487, 38896855"
72095370,Цвет: а может быть рекомен,433,"34831918, 34940487, 38896855"
72095370,характеристика: .м,433,"34831918, 34940487, 38896855"
72095370,характеристика: 2 в,433,"34831918, 34940487, 38896855"
72095370,Цвет: серый вид продукции,433,"34831918, 34940487, 38896855"
72095370,Цвет: фисташковый плотност,433,"34831918, 34940487, 38896855"
72095370,характеристика: оранжевый,433,"34831918, 34940487, 38896855"
72095370,Цвет: флуоресцентный желты,433,"34831918, 34940487, 38896855"
72095373,характеристика: 225 г,8,"16746405, 16742661, 18152860"
72095373,характеристика: пвх,8,"16746405, 16742661, 18152860"
72095373,характеристика: синий,8,"16746405, 16742661, 18152860"
72095373,характеристика: россия,8,"16746405, 16742661, 18152860"
72095373,Вид: ы одежды включая форменную головных уб,8,"16746405, 16742661, 18152860"
72095373,Да: плотность 225 гр,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий модель,8,"16746405, 16742661, 18152860"
72095373,Наличие: назначение для за,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий особенно,8,"16746405, 16742661, 18152860"
72095373,Да: материал полиэфир,8,"16746405, 16742661, 18152860"
72095373,Материал: полиэфир с пвх-покрытием с изн,8,"16746405, 16742661, 18152860"
72095373,Цвет: темно-синий покрытие,8,"16746405, 16742661, 18152860"
72095373,характеристика: 2 в,8,"16746405, 16742661, 18152860"
72095373,Назначение: для защиты от воды размер рост 88-92,8,"16746405, 16742661, 18152860"
72095373,Назначение: для защиты от воды покрытие пвх-покры,8,"16746405, 16742661, 18152860"
72105483,характеристика: alphatec,8,"35417077, 35059640, 35059629"
72105483,характеристика: ansell,8,"35417077, 35059640, 35059629"
72105483,характеристика: желтый,8,"35417077, 35059640, 35059629"
72105483,Материал: хлопковое напыление область пр,8,"35417077, 35059640, 35059629"
72105483,характеристика: supermax,8,"35417077, 35059640, 35059629"
72105483,Размер: 8 5-9,8,"35417077, 35059640, 35059629"
72105483,Материал: латекс опудренные,8,"35417077, 35059640, 35059629"
72105483,Вид: перчаток смотровые вид размера ста,8,"35417077, 35059640, 35059629"
72105483,характеристика: 9 м,8,"35417077, 35059640, 35059629"
72105483,характеристика: . м,8,"35417077, 35059640, 35059629"
137009272,характеристика: россия,5,"38328842, 38328816, 38328828"
137009272,характеристика: 36 м,5,"38328842, 38328816, 38328828"
137009272,Вид: косметики парфюмерии средства космети,5,"38328842, 38328816, 38328828"
137009272,Вид: косметических средств средства для ух,5,"38328842, 38328816, 38328828"
137009272,Вид: продукции товары вид товаров косме,5,"38328842, 38328816, 38328828"
137009272,Назначение: крем защищает кожу от неблагоприятных по,5,"38328842, 38328816, 38328828"
137009272,характеристика: 3,5,"38328842, 38328816, 38328828"
137009272,характеристика: . м,5,"38328842, 38328816, 38328828"
137009272,характеристика: 2 мл,5,"38328842, 38328816, 38328828"
137009272,характеристика: 2 м,5,"38328842, 38328816, 38328828"
137009272,Тип: средства регенерирующий активные ингр,5,"38328842, 38328816, 38328828"
137009272,Тип: средства гидрофильного действия гидр,5,"38328842, 38328816, 38328828"
137009272,Назначение: крем предназначен для защиты кожи от вод,5,"38328842, 38328816, 38328828"
793142263,характеристика: россия,148,"36968517, 32424707, 36593377"
793142263,характеристика: пвх,148,"36968517, 32424707, 36593377"
793142263,Вид: ы одежды включая форменную головных уб,148,"36968517, 32424707, 36593377"
793142263,характеристика: синий,148,"36968517, 32424707, 36593377"
793142263,Вид: продукции товары вид товаров одежд,148,"36968517, 32424707, 36593377"
793142263,характеристика: 225 г,148,"36968517, 32424707, 36593377"
793142263,Вид: одежды куртка водонепроницаемость,148,"36968517, 32424707, 36593377"
793142263,Цвет: лимонный с васильков,148,"36968517, 32424707, 36593377"
793142263,характеристика: wpl,148,"36968517, 32424707, 36593377"
793142263,характеристика: extra,148,"36968517, 32424707, 36593377"
793142263,характеристика: vision,148,"36968517, 32424707, 36593377"
793142263,характеристика: желтый,148,"36968517, 32424707, 36593377"
793142263,характеристика: . в,148,"36968517, 32424707, 36593377"
793142263,характеристика: оранжевый,148,"36968517, 32424707, 36593377"
793142263,Цвет: флуоресцентный оранж,148,"36968517, 32424707, 36593377"
793142372,характеристика: россия,34,"20213712, 31409410, 38672520"
793142372,характеристика: оранжевый,34,"20213712, 31409410, 38672520"
793142372,Вид: ы одежды включая форменную головных уб,34,"20213712, 31409410, 38672520"
793142372,характеристика: синий,34,"20213712, 31409410, 38672520"
793142372,Вид: продукции товары вид товаров одежд,34,"20213712, 31409410, 38672520"
793142372,Материал: лента шириной,34,"20213712, 31409410, 38672520"
793142372,характеристика: . а,34,"20213712, 31409410, 38672520"
793142372,Цвет: темно-синий отделка,34,"20213712, 31409410, 38672520"
793142372,характеристика: пвх,34,"20213712, 31409410, 38672520"
793142372,Материал: полиэфир,34,"20213712, 31409410, 38672520"
793142372,Цвет: оранжевый вид продук,34,"20213712, 31409410, 38672520"
793142372,Вид: атор россия,34,"20213712, 31409410, 38672520"
793142372,Назначение: для защиты от растворов кислот щелочей т,34,"20213712, 31409410, 38672520"
793142372,Тип: а пукля для застежки в составе компле,34,"20213712, 31409410, 38672520"
793142372,Материал: пвх-покрытие на полиэфирной ос,34,"20213712, 31409410, 38672520"
793142482,характеристика: белый,24,"16701524, 36854882, 23978571"
793142482,характеристика: россия,24,"16701524, 36854882, 23978571"
793142482,Вид: ы одежды включая форменную головных уб,24,"16701524, 36854882, 23978571"
793142482,характеристика: rumax,24,"16701524, 36854882, 23978571"
793142482,Материал: полипропилен покрытый микропор,24,"16701524, 36854882, 23978571"
793142482,Модель: rumax,24,"16701524, 36854882, 23978571"
793142482,характеристика: invicta,24,"16701524, 36854882, 23978571"
793142482,Вид: ы одежды специальной костюмы защитные,24,"16701524, 36854882, 23978571"
793142482,Вид: продукции товары виды одежды специаль,24,"16701524, 36854882, 23978571"
793142482,Цвет: белый электростатиче,24,"16701524, 36854882, 23978571"
793142482,характеристика: xxl,24,"16701524, 36854882, 23978571"
793142482,Цвет: белый модель,24,"16701524, 36854882, 23978571"
793142482,характеристика: . x,24,"16701524, 36854882, 23978571"
793142482,Назначение: комбинезон универсальный одноразового ис,24,"16701524, 36854882, 23978571"
793142482,Назначение: для защиты от общих производственных заг,24,"16701524, 36854882, 23978571"
793142592,характеристика: россия,157,"37259970, 34645028, 35216786"
793142592,Материал: ткани,157,"37259970, 34645028, 35216786"
793142592,характеристика: хлопок,157,"37259970, 34645028, 35216786"
793142592,Вид: продукции товары вид товаров одежд,157,"37259970, 34645028, 35216786"
793142592,Вид: ы одежды включая форменную головных уб,157,"37259970, 34645028, 35216786"
793142592,характеристика: proban,157,"37259970, 34645028, 35216786"
793142592,характеристика: черный,157,"37259970, 34645028, 35216786"
793142592,характеристика: серый,157,"37259970, 34645028, 35216786"
793142592,характеристика: 5 см,157,"37259970, 34645028, 35216786"
793142592,Вид: защиты обеспечивают высокую защиту от,157,"37259970, 34645028, 35216786"
793142592,характеристика: синий,157,"37259970, 34645028, 35216786"
793142592,характеристика: . в,157,"37259970, 34645028, 35216786"
793142592,характеристика: 485 г,157,"37259970, 34645028, 35216786"
793142592,Вид: е вытачек и подрез под коленом улучшают,157,"37259970, 34645028, 35216786"
793142592,Вид: имости. брюки пояс со шлевками и с пу,157,"37259970, 34645028, 35216786"
793142593,характеристика: россия,523,"37520674, 35598005, 37249200"
793142593,характеристика: хлопок,523,"37520674, 35598005, 37249200"
793142593,характеристика: желтый,523,"37520674, 35598005, 37249200"
793142593,Цвет: флуоресцентный желты,523,"37520674, 35598005, 37249200"
793142593,характеристика: синий,523,"37520674, 35598005, 37249200"
793142593,Вид: ы одежды включая форменную головных уб,523,"37520674, 35598005, 37249200"
793142593,Вид: продукции товары вид товаров одежд,523,"37520674, 35598005, 37249200"
793142593,характеристика: 5 см,523,"37520674, 35598005, 37249200"
793142593,Вид: имости в составе комплекта костюма,523,"37520674, 35598005, 37249200"
793142593,характеристика: оранжевый,523,"37520674, 35598005, 37249200"
793142593,Наличие: дополнительных элеме,523,"37520674, 35598005, 37249200"
793142593,характеристика: 245 г,523,"37520674, 35598005, 37249200"
793142593,характеристика: .м,523,"37520674, 35598005, 37249200"
793142593,Вид: е жилета который пристегивается на молни,523,"37520674, 35598005, 37249200"
793142593,Вид: имости для защиты от механических воздей,523,"37520674, 35598005, 37249200"
793142702,характеристика: россия,29,"37145321, 37145329, 37145293"
793142702,Да: вид защиты защита,29,"37145321, 37145329, 37145293"
793142702,Вид: защиты защита от паукообразных клеще,29,"37145321, 37145329, 37145293"
793142702,Цвет: васильковый вид прод,29,"37145321, 37145329, 37145293"
793142702,Вид: ы одежды включая форменную головных уб,29,"37145321, 37145329, 37145293"
793142702,Вид: продукции товары вид товаров одежд,29,"37145321, 37145329, 37145293"
793142702,Вид: одежды куртка капюшон несъемный в,29,"37145321, 37145329, 37145293"
793142702,характеристика: cotton,29,"37145321, 37145329, 37145293"
793142702,характеристика: хлопок,29,"37145321, 37145329, 37145293"
793142702,Материал: подкладки,29,"37145321, 37145329, 37145293"
793142702,Вид: спецодежды костюм защитные свойства,29,"37145321, 37145329, 37145293"
793142702,характеристика: пвх,29,"37145321, 37145329, 37145293"
793142702,Цвет: васильковый модель,29,"37145321, 37145329, 37145293"
793142702,Размер: 96,29,"37145321, 37145329, 37145293"
793142812,характеристика: россия,24,"36948082, 35945036, 35915507"
793142812,Вид: ы одежды включая форменную головных уб,24,"36948082, 35945036, 35915507"
793142812,характеристика: серый,24,"36948082, 35945036, 35915507"
793142812,Вид: продукции товары вид товаров одежд,24,"36948082, 35945036, 35915507"
793142812,характеристика: красный,24,"36948082, 35945036, 35915507"
793142812,характеристика: синий,24,"36948082, 35945036, 35915507"
793142812,Цвет: серый отделка,24,"36948082, 35945036, 35915507"
793142812,Наличие: съемного капюшона,24,"36948082, 35945036, 35915507"
793142812,характеристика: хлопок,24,"36948082, 35945036, 35915507"
793142812,Наличие: дополнительных элеме,24,"36948082, 35945036, 35915507"
793142812,Вид: одежды куртка вид фурнитуры застеж,24,"36948082, 35945036, 35915507"
793142812,Назначение: для защиты от общих производственных заг,24,"36948082, 35945036, 35915507"
793142812,характеристика: . в,24,"36948082, 35945036, 35915507"
793142812,Цвет: черно-синий вид прод,24,"36948082, 35945036, 35915507"
793142812,Вид: одежды форменной куртка сигнальные эл,24,"36948082, 35945036, 35915507"
793142813,характеристика: россия,2242,"34485963, 34261709, 35125519"
793142813,Материал: подкладки,2242,"34485963, 34261709, 35125519"
793142813,характеристика: iii,2242,"34485963, 34261709, 35125519"
793142813,характеристика: 2 м,2242,"34485963, 34261709, 35125519"
793142813,характеристика: синий,2242,"34485963, 34261709, 35125519"
793142813,характеристика: хлопок,2242,"34485963, 34261709, 35125519"
793142813,Вид: ы одежды включая форменную головных уб,2242,"34485963, 34261709, 35125519"
793142813,характеристика: 3 шт,2242,"34485963, 34261709, 35125519"
793142813,характеристика: серый,2242,"34485963, 34261709, 35125519"
793142813,характеристика: .м,2242,"34485963, 34261709, 35125519"
793142813,Вид: продукции товары вид товаров одежд,2242,"34485963, 34261709, 35125519"
793142813,Вид: отделки водоотталкивающая плотность,2242,"34485963, 34261709, 35125519"
793142813,характеристика: черный,2242,"34485963, 34261709, 35125519"
793142813,Цвет: темно-синий цвет отд,2242,"34485963, 34261709, 35125519"
793142813,Наличие: карманов боковые,2242,"34485963, 34261709, 35125519"
793143032,характеристика: россия,5098,"34637722, 34828266, 34776752"
793143032,характеристика: хлопок,5098,"34637722, 34828266, 34776752"
793143032,Вид: ы одежды включая форменную головных уб,5098,"34637722, 34828266, 34776752"
793143032,характеристика: синий,5098,"34637722, 34828266, 34776752"
793143032,Вид: продукции товары вид товаров одежд,5098,"34637722, 34828266, 34776752"
793143032,характеристика: серый,5098,"34637722, 34828266, 34776752"
793143032,характеристика: белый,5098,"34637722, 34828266, 34776752"
793143032,Цвет: отделки,5098,"34637722, 34828266, 34776752"
793143032,характеристика: 245 г,5098,"34637722, 34828266, 34776752"
793143032,характеристика: 2 в,5098,"34637722, 34828266, 34776752"
793143032,Материал: лента см состав ткани,5098,"34637722, 34828266, 34776752"
793143032,Назначение: для защиты от общих производственных заг,5098,"34637722, 34828266, 34776752"
793143032,Цвет: темно-синий цвет отд,5098,"34637722, 34828266, 34776752"
793143032,характеристика: оранжевый,5098,"34637722, 34828266, 34776752"
793143032,характеристика: 5 см,5098,"34637722, 34828266, 34776752"
793143142,характеристика: россия,9,"20890103, 35073165, 35600795"
793143142,характеристика: синий,9,"20890103, 35073165, 35600795"
793143142,характеристика: черный,9,"20890103, 35073165, 35600795"
793143142,характеристика: хлопок,9,"20890103, 35073165, 35600795"
